n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
1,bodmin drive,1.3619272,103.8623522,1,4,24,170829,8
1,borthwick drive,1.3614257,103.8620315,1,4,24,170829,8
2,serangoon garden close,1.363684,103.860115,1,4,24,170829,8
4,serangoon garden drive,1.3644705,103.8604504,1,4,24,170829,8
4,serangoon garden place,1.3639624,103.8602086,1,4,24,170829,8
4,serangoon garden rise,1.3649753,103.8606604,1,4,24,170829,8
1,serangoon garden terrace,1.364118,103.866614,1,4,24,170829,8
1,hougang avenue 8 (block 501),1.3722463,103.8867728,2,3,14,170829,8
1,hougang avenue 8 (block 503),1.3736341,103.8875986,2,3,14,170829,8
1,hougang avenue 8 (block 506),1.3728322,103.8875854,2,3,14,170829,8
1,hougang avenue 8 (block 507),1.3725038,103.8873743,2,3,14,170829,8
3,hougang avenue 10 (block 509),1.372374,103.8881694,2,3,14,170829,8
4,hougang avenue 10 (block 511),1.3719567,103.8887509,2,3,14,170829,8
2,hougang avenue 10 (block 512),1.3714017,103.8888054,2,3,14,170829,8
1,hougang avenue 10 (block 514),1.3721518,103.8892256,2,3,14,170829,8
2,bayshore road (the bayshore),1.31245,103.938021,3,2,2,170829,8
9,berwick drive,1.3637502,103.8608487,1,5,29,170904,9
1,bloxhome drive,1.3622839,103.8627547,1,5,29,170904,9
1,bodmin drive,1.3619272,103.8623522,1,5,29,170904,9
1,borthwick drive,1.3614257,103.8620315,1,5,29,170904,9
2,serangoon garden close,1.363684,103.860115,1,5,29,170904,9
4,serangoon garden drive,1.3644705,103.8604504,1,5,29,170904,9
4,serangoon garden place,1.3639624,103.8602086,1,5,29,170904,9
