n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
5,jurong west street 91 (block 949),1.3438524,103.691498,1,27,65,180507,5
21,jurong west street 91 (block 950),1.3433432,103.6908646,1,27,65,180507,5
4,jurong west street 91 (block 952),1.3426797,103.6915885,1,27,65,180507,5
1,jurong west street 92 (block 920),1.3399044,103.6883979,1,27,65,180507,5
1,jurong west street 92 (block 928),1.3409718,103.6891908,1,27,65,180507,5
3,bedok north street 3 (block 533),1.333639,103.924036,2,9,37,180507,5
4,bedok north street 3 (block 535),1.332783,103.9235076,2,9,37,180507,5
18,bedok north street 3 (block 536),1.333427,103.922986,2,9,37,180507,5
5,bedok north street 3 (block 537),1.3325106,103.9241581,2,9,37,180507,5
1,bedok north street 3 (block 541),1.3313958,103.9229638,2,9,37,180507,5
5,bedok north street 3 (block 556),1.3326072,103.9226175,2,9,37,180507,5
1,bedok north street 3 (block 557),1.3329198,103.9220513,2,9,37,180507,5
15,cashew crescent,1.371403,103.769507,3,3,17,180507,5
1,cashew link,1.3711358,103.7691733,3,3,17,180507,5
1,chestnut drive,1.3689883,103.7694116,3,3,17,180507,5
1,balestier road,1.3234575,103.8521005,4,1,6,180507,5
2,kim keat close,1.3239571,103.8533912,4,1,6,180507,5
1,kim keat lane,1.3239158,103.8538392,4,1,6,180507,5
2,kim keat road (victory heights),1.324302,103.852742,4,1,6,180507,5
3,elliot road,1.3120421,103.9303828,5,1,3,180507,5
1,gangsa road (block 166),1.3776291,103.7652821,6,1,2,180507,5
1,petir road (block 167),1.37759,103.7649969,6,1,2,180507,5
4,jurong west street 91 (block 933),1.3422499,103.6898694,1,17,74,180514,5
1,jurong west street 91 (block 938),1.3429826,103.6898694,1,17,74,180514,5
1,jurong west street 91 (block 940),1.3433331,103.6889327,1,17,74,180514,5
5,jurong west street 91 (block 943),1.3437703,103.6898467,1,17,74,180514,5
1,jurong west street 91 (block 944),1.344157,103.6901748,1,17,74,180514,5
3,jurong west street 91 (block 945),1.3442265,103.6901408,1,17,74,180514,5
7,jurong west street 91 (block 946),1.3443159,103.6905253,1,17,74,180514,5
16,jurong west street 91 (block 947),1.3436378,103.6905932,1,17,74,180514,5
2,jurong west street 91 (block 948),1.3444962,103.691023,1,17,74,180514,5
6,jurong west street 91 (block 949),1.3438524,103.691498,1,17,74,180514,5
21,jurong west street 91 (block 950),1.3433432,103.6908646,1,17,74,180514,5
4,jurong west street 91 (block 952),1.3426797,103.6915885,1,17,74,180514,5
1,jurong west street 92 (block 920),1.3399044,103.6883979,1,17,74,180514,5
1,jurong west street 92 (block 925),1.3402018,103.6893265,1,17,74,180514,5
1,jurong west street 92 (block 928),1.3409718,103.6891908,1,17,74,180514,5
3,bedok north street 3 (block 533),1.333639,103.924036,2,7,46,180514,5
4,bedok north street 3 (block 535),1.332783,103.9235076,2,7,46,180514,5
19,bedok north street 3 (block 536),1.333427,103.922986,2,7,46,180514,5
7,bedok north street 3 (block 537),1.3325106,103.9241581,2,7,46,180514,5
1,bedok north street 3 (block 540),1.3311815,103.9220574,2,7,46,180514,5
3,bedok north street 3 (block 541),1.3313958,103.9229638,2,7,46,180514,5
1,bedok north street 3 (block 545),1.3300445,103.9240958,2,7,46,180514,5
7,bedok north street 3 (block 556),1.3326072,103.9226175,2,7,46,180514,5
1,bedok north street 3 (block 557),1.3329198,103.9220513,2,7,46,180514,5
2,bukit batok west avenue 2,1.3578222,103.7472428,3,2,3,180514,5
1,bukit batok west avenue 2 (block 420),1.3625169,103.745797,3,2,3,180514,5
2,jurong west street 64 (block 678c),1.3447649,103.7036431,4,3,3,180514,5
1,jurong west street 65 (block 670a),1.3441137,103.7028633,4,3,3,180514,5
5,jurong west street 91 (block 933),1.3422499,103.6898694,1,7,82,180521,5
1,jurong west street 91 (block 934),1.3424401,103.6886479,1,7,82,180521,5
1,jurong west street 91 (block 938),1.3429826,103.6898694,1,7,82,180521,5
2,jurong west street 91 (block 939),1.3431225,103.6888613,1,7,82,180521,5
1,jurong west street 91 (block 940),1.3433331,103.6889327,1,7,82,180521,5
1,jurong west street 91 (block 942),1.343743,103.689486,1,7,82,180521,5
5,jurong west street 91 (block 943),1.3437703,103.6898467,1,7,82,180521,5
1,jurong west street 91 (block 944),1.344157,103.6901748,1,7,82,180521,5
3,jurong west street 91 (block 945),1.3442265,103.6901408,1,7,82,180521,5
7,jurong west street 91 (block 946),1.3443159,103.6905253,1,7,82,180521,5
16,jurong west street 91 (block 947),1.3436378,103.6905932,1,7,82,180521,5
2,jurong west street 91 (block 948),1.3444962,103.691023,1,7,82,180521,5
6,jurong west street 91 (block 949),1.3438524,103.691498,1,7,82,180521,5
22,jurong west street 91 (block 950),1.3433432,103.6908646,1,7,82,180521,5
5,jurong west street 91 (block 952),1.3426797,103.6915885,1,7,82,180521,5
1,jurong west street 92 (block 920),1.3399044,103.6883979,1,7,82,180521,5
1,jurong west street 92 (block 925),1.3402018,103.6893265,1,7,82,180521,5
1,jurong west street 92 (block 928),1.3409718,103.6891908,1,7,82,180521,5
1,jurong west street 93 (block 966),1.3417645,103.6929121,1,7,82,180521,5
3,bedok north street 3 (block 533),1.333639,103.924036,2,4,50,180521,5
3,bedok north street 3 (block 534),1.3331379,103.9246468,2,4,50,180521,5
5,bedok north street 3 (block 535),1.332783,103.9235076,2,4,50,180521,5
19,bedok north street 3 (block 536),1.333427,103.922986,2,4,50,180521,5
8,bedok north street 3 (block 537),1.3325106,103.9241581,2,4,50,180521,5
1,bedok north street 3 (block 540),1.3311815,103.9220574,2,4,50,180521,5
3,bedok north street 3 (block 541),1.3313958,103.9229638,2,4,50,180521,5
7,bedok north street 3 (block 556),1.3326072,103.9226175,2,4,50,180521,5
1,bedok north street 3 (block 557),1.3329198,103.9220513,2,4,50,180521,5
5,chestnut drive,1.3689883,103.7694116,3,3,5,180521,5
1,jalan mutiara,1.2957171,103.828595,4,2,3,180521,5
2,jalan mutiara (mutiara view),1.2954455,103.8284913,4,2,3,180521,5
1,jurong west street 91 (block 905),1.3405185,103.6851645,5,1,2,180521,5
1,jurong west street 91 (block 910),1.3418326,103.6859788,5,1,2,180521,5
2,marine parade road (laguna park),1.309311,103.931691,6,1,2,180521,5
5,jurong west street 91 (block 933),1.3422499,103.6898694,1,7,92,180528,5
1,jurong west street 91 (block 934),1.3424401,103.6886479,1,7,92,180528,5
2,jurong west street 91 (block 938),1.3429826,103.6898694,1,7,92,180528,5
2,jurong west street 91 (block 939),1.3431225,103.6888613,1,7,92,180528,5
1,jurong west street 91 (block 940),1.3433331,103.6889327,1,7,92,180528,5
1,jurong west street 91 (block 941),1.3439591,103.6888515,1,7,92,180528,5
2,jurong west street 91 (block 942),1.343743,103.689486,1,7,92,180528,5
5,jurong west street 91 (block 943),1.3437703,103.6898467,1,7,92,180528,5
1,jurong west street 91 (block 944),1.344157,103.6901748,1,7,92,180528,5
3,jurong west street 91 (block 945),1.3442265,103.6901408,1,7,92,180528,5
7,jurong west street 91 (block 946),1.3443159,103.6905253,1,7,92,180528,5
16,jurong west street 91 (block 947),1.3436378,103.6905932,1,7,92,180528,5
2,jurong west street 91 (block 948),1.3444962,103.691023,1,7,92,180528,5
6,jurong west street 91 (block 949),1.3438524,103.691498,1,7,92,180528,5
23,jurong west street 91 (block 950),1.3433432,103.6908646,1,7,92,180528,5
7,jurong west street 91 (block 952),1.3426797,103.6915885,1,7,92,180528,5
1,jurong west street 92 (block 920),1.3399044,103.6883979,1,7,92,180528,5
1,jurong west street 92 (block 922),1.339266,103.689373,1,7,92,180528,5
1,jurong west street 92 (block 925),1.3402018,103.6893265,1,7,92,180528,5
1,jurong west street 92 (block 928),1.3409718,103.6891908,1,7,92,180528,5
1,jurong west street 93 (block 966),1.3417645,103.6929121,1,7,92,180528,5
3,yunnan crescent,1.338575,103.692206,1,7,92,180528,5
2,bedok north avenue 1 (block 549),1.3317976,103.9266325,2,10,61,180528,5
4,bedok north street 3 (block 533),1.333639,103.924036,2,10,61,180528,5
3,bedok north street 3 (block 534),1.3331379,103.9246468,2,10,61,180528,5
5,bedok north street 3 (block 535),1.332783,103.9235076,2,10,61,180528,5
21,bedok north street 3 (block 536),1.333427,103.922986,2,10,61,180528,5
10,bedok north street 3 (block 537),1.3325106,103.9241581,2,10,61,180528,5
2,bedok north street 3 (block 539),1.3321325,103.9257762,2,10,61,180528,5
1,bedok north street 3 (block 540),1.3311815,103.9220574,2,10,61,180528,5
4,bedok north street 3 (block 541),1.3313958,103.9229638,2,10,61,180528,5
1,bedok north street 3 (block 547),1.3303879,103.925242,2,10,61,180528,5
7,bedok north street 3 (block 556),1.3326072,103.9226175,2,10,61,180528,5
1,bedok north street 3 (block 557),1.3329198,103.9220513,2,10,61,180528,5
3,tampines street 12 (block 141),1.348385,103.94473,3,4,6,180528,5
2,tampines street 12 (block 159),1.3510222,103.945987,3,4,6,180528,5
1,tampines street 12 (block 164),1.349683,103.945939,3,4,6,180528,5
5,chestnut drive,1.3689883,103.7694116,4,2,5,180528,5
1,circuit road (block 62),1.3262825,103.8871308,5,2,3,180528,5
2,circuit road (block 66),1.3265494,103.8876234,5,2,3,180528,5
2,everitt road,1.312548,103.9028469,6,1,3,180528,5
1,tembeling road,1.3105306,103.902828,6,1,3,180528,5
1,chun tin road,1.342196,103.771624,7,2,2,180528,5
1,lorong pisang emas,1.3439616,103.7715551,7,2,2,180528,5
1,joo chiat road,1.309934,103.9020481,8,1,2,180528,5
1,onan road,1.3111315,103.9003912,8,1,2,180528,5
2,jurong west street 81 (block 839),1.3436259,103.6926742,9,1,2,180528,5
1,pasir ris street 12 (block 103),1.3677335,103.9582933,10,1,2,180528,5
1,pasir ris street 12 (block 107),1.3675038,103.957461,10,1,2,180528,5
1,yuan ching road (block 138c),1.3284519,103.7238259,11,1,2,180528,5
1,yung loh road (block 158),1.328933,103.722251,11,1,2,180528,5
5,jurong west street 91 (block 933),1.3422499,103.6898694,1,1,92,180604,6
1,jurong west street 91 (block 934),1.3424401,103.6886479,1,1,92,180604,6
2,jurong west street 91 (block 938),1.3429826,103.6898694,1,1,92,180604,6
2,jurong west street 91 (block 939),1.3431225,103.6888613,1,1,92,180604,6
1,jurong west street 91 (block 940),1.3433331,103.6889327,1,1,92,180604,6
1,jurong west street 91 (block 941),1.3439591,103.6888515,1,1,92,180604,6
2,jurong west street 91 (block 942),1.343743,103.689486,1,1,92,180604,6
5,jurong west street 91 (block 943),1.3437703,103.6898467,1,1,92,180604,6
1,jurong west street 91 (block 944),1.344157,103.6901748,1,1,92,180604,6
3,jurong west street 91 (block 945),1.3442265,103.6901408,1,1,92,180604,6
7,jurong west street 91 (block 946),1.3443159,103.6905253,1,1,92,180604,6
16,jurong west street 91 (block 947),1.3436378,103.6905932,1,1,92,180604,6
2,jurong west street 91 (block 948),1.3444962,103.691023,1,1,92,180604,6
6,jurong west street 91 (block 949),1.3438524,103.691498,1,1,92,180604,6
23,jurong west street 91 (block 950),1.3433432,103.6908646,1,1,92,180604,6
7,jurong west street 91 (block 952),1.3426797,103.6915885,1,1,92,180604,6
1,jurong west street 92 (block 920),1.3399044,103.6883979,1,1,92,180604,6
1,jurong west street 92 (block 922),1.339266,103.689373,1,1,92,180604,6
1,jurong west street 92 (block 925),1.3402018,103.6893265,1,1,92,180604,6
1,jurong west street 92 (block 928),1.3409718,103.6891908,1,1,92,180604,6
1,jurong west street 93 (block 966),1.3417645,103.6929121,1,1,92,180604,6
3,yunnan crescent,1.338575,103.692206,1,1,92,180604,6
2,bedok north avenue 1 (block 549),1.3317976,103.9266325,2,3,63,180604,6
4,bedok north street 3 (block 533),1.333639,103.924036,2,3,63,180604,6
3,bedok north street 3 (block 534),1.3331379,103.9246468,2,3,63,180604,6
5,bedok north street 3 (block 535),1.332783,103.9235076,2,3,63,180604,6
21,bedok north street 3 (block 536),1.333427,103.922986,2,3,63,180604,6
10,bedok north street 3 (block 537),1.3325106,103.9241581,2,3,63,180604,6
3,bedok north street 3 (block 539),1.3321325,103.9257762,2,3,63,180604,6
1,bedok north street 3 (block 540),1.3311815,103.9220574,2,3,63,180604,6
4,bedok north street 3 (block 541),1.3313958,103.9229638,2,3,63,180604,6
1,bedok north street 3 (block 544),1.3306136,103.9242033,2,3,63,180604,6
1,bedok north street 3 (block 547),1.3303879,103.925242,2,3,63,180604,6
7,bedok north street 3 (block 556),1.3326072,103.9226175,2,3,63,180604,6
1,bedok north street 3 (block 557),1.3329198,103.9220513,2,3,63,180604,6
3,tampines street 12 (block 141),1.348385,103.94473,3,1,6,180604,6
2,tampines street 12 (block 159),1.3510222,103.945987,3,1,6,180604,6
1,tampines street 12 (block 164),1.349683,103.945939,3,1,6,180604,6
1,cantonment road (block 1d),1.276945,103.841487,4,2,4,180604,6
2,cantonment road (block 1g),1.2768133,103.8412907,4,2,4,180604,6
1,tanjong pagar plaza (block 1),1.2748632,103.8426344,4,2,4,180604,6
3,henderson road (block 91),1.2879399,103.8203129,5,4,4,180604,6
1,henderson road (block 92),1.2874445,103.82037,5,4,4,180604,6
1,balestier road,1.3234575,103.8521005,6,2,3,180604,6
1,jalan ampas,1.3264493,103.8515672,6,2,3,180604,6
1,kim keat road (regal court),1.3245448,103.852987,6,2,3,180604,6
3,jurong west street 81 (block 839),1.3436259,103.6926742,7,1,3,180604,6
3,marine parade road (laguna park),1.309311,103.931691,8,3,3,180604,6
1,bukit batok west avenue 8 (block 175),1.3456887,103.7418143,9,1,2,180604,6
1,bukit batok west avenue 8 (block 178),1.346049,103.7425486,9,1,2,180604,6
1,chun tin road,1.342196,103.771624,10,1,2,180604,6
1,lorong pisang emas,1.3439616,103.7715551,10,1,2,180604,6
1,pasir ris street 12 (block 103),1.3677335,103.9582933,11,1,2,180604,6
1,pasir ris street 12 (block 107),1.3675038,103.957461,11,1,2,180604,6
1,yishun ring road (block 253),1.4349763,103.8404153,12,1,2,180604,6
1,yishun ring road (block 257),1.4342246,103.8395909,12,1,2,180604,6
2,bedok north avenue 1 (block 549),1.3317976,103.9266325,1,1,64,180611,6
4,bedok north street 3 (block 533),1.333639,103.924036,1,1,64,180611,6
3,bedok north street 3 (block 534),1.3331379,103.9246468,1,1,64,180611,6
5,bedok north street 3 (block 535),1.332783,103.9235076,1,1,64,180611,6
21,bedok north street 3 (block 536),1.333427,103.922986,1,1,64,180611,6
10,bedok north street 3 (block 537),1.3325106,103.9241581,1,1,64,180611,6
3,bedok north street 3 (block 539),1.3321325,103.9257762,1,1,64,180611,6
1,bedok north street 3 (block 540),1.3311815,103.9220574,1,1,64,180611,6
4,bedok north street 3 (block 541),1.3313958,103.9229638,1,1,64,180611,6
1,bedok north street 3 (block 544),1.3306136,103.9242033,1,1,64,180611,6
2,bedok north street 3 (block 547),1.3303879,103.925242,1,1,64,180611,6
7,bedok north street 3 (block 556),1.3326072,103.9226175,1,1,64,180611,6
1,bedok north street 3 (block 557),1.3329198,103.9220513,1,1,64,180611,6
4,tampines street 12 (block 141),1.348385,103.94473,2,8,13,180611,6
3,tampines street 12 (block 144),1.3484372,103.9436755,2,8,13,180611,6
3,tampines street 12 (block 159),1.3510222,103.945987,2,8,13,180611,6
1,tampines street 12 (block 160),1.350787,103.94498,2,8,13,180611,6
1,tampines street 12 (block 164),1.349683,103.945939,2,8,13,180611,6
1,tampines street 21 (block 247),1.3522764,103.9469347,2,8,13,180611,6
2,balestier road,1.3234575,103.8521005,3,3,6,180611,6
1,balestier road (twin heights),1.3246935,103.8514773,3,3,6,180611,6
1,jalan ampas,1.3264493,103.8515672,3,3,6,180611,6
1,jalan ampas (the viridian),1.3259882,103.8515773,3,3,6,180611,6
1,kim keat road (regal court),1.3245448,103.852987,3,3,6,180611,6
3,henderson road (block 91),1.2879399,103.8203129,4,4,6,180611,6
1,henderson road (block 92),1.2874445,103.82037,4,4,6,180611,6
2,redhill lane (block 82),1.2874073,103.8195071,4,4,6,180611,6
1,balestier road,1.3234575,103.8521005,5,2,4,180611,6
1,kim keat close,1.3239571,103.8533912,5,2,4,180611,6
1,kim keat road,1.325215,103.853648,5,2,4,180611,6
1,kim keat road (kim keat house),1.3253519,103.8538639,5,2,4,180611,6
2,cantonment road (block 1g),1.2768133,103.8412907,6,2,4,180611,6
1,tanjong pagar plaza (block 1),1.2748632,103.8426344,6,2,4,180611,6
1,tanjong pagar plaza (block 3),1.2756426,103.8424563,6,2,4,180611,6
4,marine parade road (laguna park),1.309311,103.931691,7,1,4,180611,6
1,jurong west street 41 (block 478),1.3473295,103.7239842,8,2,3,180611,6
2,jurong west street 41 (the lakeshore),1.3466205,103.7235335,8,2,3,180611,6
1,bedok reservoir road (block 132),1.332923,103.9119068,9,2,2,180611,6
1,bedok reservoir road,1.3369629,103.9211441,9,2,2,180611,6
1,bishan street 13 (block 153),1.346134,103.855095,10,2,2,180611,6
1,bishan street 13 (block 157),1.3459049,103.8567256,10,2,2,180611,6
2,gangsa road (block 166),1.3776291,103.7652821,11,2,2,180611,6
1,tampines street 12 (block 140),1.3475034,103.943485,1,9,15,180618,6
5,tampines street 12 (block 141),1.348385,103.94473,1,9,15,180618,6
3,tampines street 12 (block 144),1.3484372,103.9436755,1,9,15,180618,6
3,tampines street 12 (block 159),1.3510222,103.945987,1,9,15,180618,6
1,tampines street 12 (block 160),1.350787,103.94498,1,9,15,180618,6
1,tampines street 12 (block 164),1.349683,103.945939,1,9,15,180618,6
1,tampines street 21 (block 247),1.3522764,103.9469347,1,9,15,180618,6
2,balestier road,1.3234575,103.8521005,2,5,8,180618,6
1,balestier road (twin heights),1.3246935,103.8514773,2,5,8,180618,6
2,jalan ampas,1.3264493,103.8515672,2,5,8,180618,6
2,jalan ampas (the viridian),1.3259882,103.8515773,2,5,8,180618,6
1,kim keat road (regal court),1.3245448,103.852987,2,5,8,180618,6
3,henderson road (block 91),1.2879399,103.8203129,3,4,6,180618,6
1,henderson road (block 92),1.2874445,103.82037,3,4,6,180618,6
2,redhill lane (block 82),1.2874073,103.8195071,3,4,6,180618,6
1,bendemeer road,1.3201284,103.8649128,4,2,3,180618,6
1,bendemeer road (block 43),1.321104,103.865851,4,2,3,180618,6
1,bendemeer road (block 44),1.322123,103.8666329,4,2,3,180618,6
2,gangsa road (block 166),1.3776291,103.7652821,5,3,3,180618,6
1,petir road (block 151),1.3772025,103.7661648,5,3,3,180618,6
3,hazel park terrace (hazel park condominium),1.372136,103.764065,6,3,3,180618,6
1,pasir ris street 12 (block 103),1.3677335,103.9582933,7,1,3,180618,6
1,pasir ris street 12 (block 104),1.367906,103.958675,7,1,3,180618,6
1,pasir ris street 12 (block 105),1.368442,103.957359,7,1,3,180618,6
1,bedok reservoir road,1.3369629,103.9211441,8,2,2,180618,6
1,bedok reservoir road (block 132),1.332923,103.9119068,8,2,2,180618,6
1,boon lay drive (block 176),1.3473362,103.7100477,9,2,2,180618,6
1,boon lay drive (block 180a),1.3477675,103.70848,9,2,2,180618,6
1,lorong 20 geylang,1.3111948,103.8813428,10,2,2,180618,6
1,lorong 20 geylang (#1 suites),1.3124748,103.8815441,10,2,2,180618,6
2,balestier road,1.3234575,103.8521005,1,2,11,180625,6
1,balestier road (ritz mansions),1.32501,103.85217,1,2,11,180625,6
2,balestier road (twin heights),1.3246935,103.8514773,1,2,11,180625,6
3,jalan ampas,1.3264493,103.8515672,1,2,11,180625,6
2,jalan ampas (the viridian),1.3259882,103.8515773,1,2,11,180625,6
1,kim keat road (regal court),1.3245448,103.852987,1,2,11,180625,6
3,henderson road (block 91),1.2879399,103.8203129,2,2,8,180625,6
1,henderson road (block 92),1.2874445,103.82037,2,2,8,180625,6
4,redhill lane (block 82),1.2874073,103.8195071,2,2,8,180625,6
4,hazel park terrace (hazel park condominium),1.372136,103.764065,3,1,4,180625,6
1,edgefield plains (block 114),1.3961984,103.9074254,4,3,3,180625,6
1,edgefield plains (block 116),1.395244,103.906758,4,3,3,180625,6
1,edgefield plains (block 117),1.395671,103.906299,4,3,3,180625,6
1,boon lay drive (block 176),1.3473362,103.7100477,5,1,2,180625,6
1,boon lay drive (block 180a),1.3477675,103.70848,5,1,2,180625,6
1,choa chu kang north 5 (block 751),1.392366,103.747679,6,1,2,180625,6
1,choa chu kang north 5 (block 754),1.3922155,103.7466085,6,1,2,180625,6
1,ghim moh road (block 14),1.3089601,103.789252,7,1,2,180625,6
1,ghim moh road (block 21),1.3106477,103.7884371,7,1,2,180625,6
1,nallur road (hua xin court),1.3112068,103.9333999,8,1,2,180625,6
1,upper east coast road (eastern lagoon),1.313156,103.933604,8,1,2,180625,6
1,edgedale plains (block 120a),1.3941872,103.9081417,1,7,10,180702,7
1,edgefield plains (block 112),1.3962889,103.907121,1,7,10,180702,7
1,edgefield plains (block 114),1.3961984,103.9074254,1,7,10,180702,7
2,edgefield plains (block 116),1.395244,103.906758,1,7,10,180702,7
4,edgefield plains (block 117),1.395671,103.906299,1,7,10,180702,7
1,edgefield plains (block 118),1.395987,103.906013,1,7,10,180702,7
1,nallur road,1.3123906,103.9324558,2,2,5,180702,7
1,nallur road (hua xin court),1.3112068,103.9333999,2,2,5,180702,7
1,upper east coast road,1.314864,103.940245,2,2,5,180702,7
2,upper east coast road (eastern lagoon),1.313156,103.933604,2,2,5,180702,7
1,mei ling street (block 157),1.2930056,103.8035591,3,1,4,180702,7
3,mei ling street (block 160),1.292218,103.80398,3,1,4,180702,7
1,cassia crescent (block 52),1.3106881,103.8851742,4,2,3,180702,7
