,n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
51844,1,lorong stangee,1.3088059,103.9069976,42,4,6,200430,4
51845,3,lorong 1 toa payoh (block 117),1.340045,103.845214,43,3,6,200430,4
51846,1,lorong 2 toa payoh (block 116),1.3404312,103.8461174,43,3,6,200430,4
51847,2,lorong 2 toa payoh (block 122),1.339821,103.846152,43,3,6,200430,4
51848,3,lorong 13 geylang,1.3139671,103.8773437,44,5,6,200430,4
51849,1,lorong 15 geylang,1.3128419,103.8783531,44,5,6,200430,4
51850,2,lorong 17 geylang,1.3143559,103.878466,44,5,6,200430,4
51851,2,newton road (newton gems),1.317892,103.841924,45,5,6,200430,4
51852,2,newton road (newton suites),1.318044,103.842097,45,5,6,200430,4
51853,1,surrey road (suites @ newton),1.316501,103.841571,45,5,6,200430,4
51854,1,surrey road (the sentinel),1.316264,103.842133,45,5,6,200430,4
51855,2,changi road,1.3183019,103.9085734,46,4,5,200430,4
51856,1,jalan sayang,1.322645,103.915034,46,4,5,200430,4
51857,1,siglap avenue,1.3186787,103.9164837,46,4,5,200430,4
51858,1,siglap plain,1.3180708,103.9162044,46,4,5,200430,4
51859,1,hougang avenue 1 (block 165),1.350451,103.8878665,47,4,5,200430,4
51860,1,hougang avenue 1 (block 166),1.351528,103.888444,47,4,5,200430,4
51861,2,hougang avenue 1 (block 170),1.3514409,103.889365,47,4,5,200430,4
51862,1,lorong ah soo (block 132),1.350905,103.886555,47,4,5,200430,4
51863,4,mount elizabeth (highpoint),1.30851,103.835515,48,5,5,200430,4
51864,1,cairnhill road (trendale tower),1.309636,103.83603,48,5,5,200430,4
51865,1,nim road,1.382431,103.8633118,49,3,5,200430,4
51866,4,nim road (nim gardens),1.381601,103.862859,49,3,5,200430,4
51867,1,woodlands street 81 (block 871),1.443818,103.789081,50,3,5,200430,4
51868,4,woodlands street 81 (block 872),1.443946,103.789887,50,3,5,200430,4
51869,4,ang mo kio street 11 (block 104b),1.3720462,103.8386319,51,4,4,200430,4
51870,1,chapel road,1.3069846,103.9070926,52,2,4,200430,4
51871,1,jago close,1.306676,103.908234,52,2,4,200430,4
51872,2,kuo chuan avenue,1.306719,103.908584,52,2,4,200430,4
51873,3,chiltern drive,1.3487721,103.8634687,53,3,4,200430,4
51874,1,cotswold close,1.346532,103.862191,53,3,4,200430,4
51875,2,eunos crescent (block 1),1.3207684,103.9023615,54,1,4,200430,4
51876,1,eunos crescent (block 31),1.320364,103.90185,54,1,4,200430,4
51877,1,eunos road 2,1.321523,103.899723,54,1,4,200430,4
51878,1,everitt road,1.312548,103.9028469,55,4,4,200430,4
51879,1,joo chiat lane,1.31265,103.903609,55,4,4,200430,4
51880,1,joo chiat place,1.3143852,103.9068191,55,4,4,200430,4
51881,1,joo chiat terrace,1.3148136,103.9029027,55,4,4,200430,4
51882,1,hougang street 31 (block 373),1.362682,103.890291,56,4,4,200430,4
51883,1,tampines road,1.3686923,103.9101195,56,4,4,200430,4
51884,2,tampines road (trilive),1.361689,103.891451,56,4,4,200430,4
51885,4,jalan leban,1.3731142,103.8307357,57,4,4,200430,4
51886,2,lorong 14 geylang,1.3113118,103.8791529,58,3,4,200430,4
51887,2,lorong 16 geylang,1.310902,103.8799478,58,3,4,200430,4
51888,1,lucky gardens,1.3193583,103.9409121,59,2,4,200430,4
51889,1,lucky heights,1.3175232,103.9408108,59,2,4,200430,4
51890,2,lucky view,1.3178975,103.9395054,59,2,4,200430,4
51891,4,penjuru place,1.3159602,103.7315871,60,2,4,200430,4
51892,1,teck whye lane (block 103),1.377086,103.75366,61,2,4,200430,4
51893,1,teck whye lane (block 112),1.37755,103.75176,61,2,4,200430,4
51894,2,teck whye lane (block 113),1.377964,103.750869,61,2,4,200430,4
51895,1,woodlands drive 16 (block 539),1.428939,103.792324,62,3,4,200430,4
51896,2,woodlands drive 16 (block 540),1.428356,103.792596,62,3,4,200430,4
51897,1,woodlands drive 16 (block 547),1.430302,103.793044,62,3,4,200430,4
51898,1,ang mo kio avenue 1 (block 331),1.3620045,103.8507513,63,2,3,200430,4
51899,1,ang mo kio avenue 1 (block 335),1.363306,103.850571,63,2,3,200430,4
51900,1,ang mo kio street 32 (block 350),1.363789,103.849848,63,2,3,200430,4
51901,3,ang mo kio industrial park 2,1.3742108,103.8627064,64,3,3,200430,4
51902,3,ang mo kio street 52 (block 588c),1.3718689,103.8535776,65,3,3,200430,4
51903,3,bidadari park drive,1.337985,103.872385,66,2,3,200430,4
51904,3,bukit batok street 52 (block 512),1.354166,103.752906,67,2,3,200430,4
51905,1,changi road,1.3183019,103.9085734,68,1,3,200430,4
51906,2,kampong eunos (eunos park),1.318524,103.906425,68,1,3,200430,4
51907,1,circuit road (block 57),1.3247144,103.8867459,69,1,3,200430,4
51908,2,circuit road (block 58),1.3250507,103.8864807,69,1,3,200430,4
51909,1,ho ching road (block 120),1.335232,103.723978,70,2,3,200430,4
51910,1,tah ching road (block 322),1.3369975,103.7246177,70,2,3,200430,4
51911,1,yuan ching road (block 121),1.335732,103.724159,70,2,3,200430,4
51912,3,hougang avenue 9 (block 953),1.376603,103.877403,71,3,3,200430,4
51913,2,jalan batu (block 11),1.3017196,103.8825705,72,1,3,200430,4
51914,1,kampong arang road (block 12),1.3008532,103.8837193,72,1,3,200430,4
51915,1,jalan tari payong,1.3996313,103.8711715,73,3,3,200430,4
51916,2,jalan tari serimpi,1.3976363,103.8726079,73,3,3,200430,4
51917,1,jurong east avenue 1 (block 334),1.350898,103.731512,74,1,3,200430,4
51918,2,jurong east street 32 (block 373),1.349364,103.732308,74,1,3,200430,4
51919,1,jurong west street 64 (block 665b),1.3397423,103.702741,75,1,3,200430,4
51920,1,jurong west street 65 (block 663a),1.3388205,103.7015811,75,1,3,200430,4
51921,1,jurong west street 65 (block 663b),1.3382893,103.7018448,75,1,3,200430,4
51922,1,jurong west street 81 (block 822),1.346874,103.693566,76,2,3,200430,4
51923,1,jurong west street 81 (block 823),1.346703,103.694292,76,2,3,200430,4
51924,1,jurong west street 81 (block 826),1.346103,103.694069,76,2,3,200430,4
51925,3,kovan road (kovan melody),1.359738,103.883516,77,3,3,200430,4
51926,1,lorong 4 toa payoh (block 66),1.3350495,103.8517145,78,3,3,200430,4
51927,1,lorong 4 toa payoh (block 70),1.334824,103.852258,78,3,3,200430,4
51928,1,lorong 5 toa payoh (block 68),1.3346187,103.8531215,78,3,3,200430,4
51929,1,lorong 7 toa payoh (block 8),1.337857,103.856446,79,2,3,200430,4
51930,1,lorong 7 toa payoh (block 12),1.336721,103.857473,79,2,3,200430,4
51931,1,lorong 7 toa payoh (block 14a),1.336221,103.858479,79,2,3,200430,4
51932,3,marsiling rise (block 124),1.4388618,103.7794186,80,2,3,200430,4
51933,1,new upper changi road (block 51),1.323477,103.942084,81,1,3,200430,4
51934,1,new upper changi road (block 53),1.324342,103.942121,81,1,3,200430,4
51935,1,new upper changi road (block 57),1.3242366,103.9416113,81,1,3,200430,4
51936,3,serangoon avenue 3 (chiltern park),1.3507254,103.8648015,82,3,3,200430,4
51937,1,toh tuck road (nottinghill suites),1.339116,103.769177,83,3,3,200430,4
51938,2,toh tuck terrace,1.338211,103.768828,83,3,3,200430,4
51939,3,tuas south avenue 1,1.3169001,103.6280708,84,3,3,200430,4
51940,2,woodlands ring road (block 645),1.437105,103.800918,85,3,3,200430,4
51941,1,woodlands ring road (block 650),1.4385805,103.8006995,85,3,3,200430,4
51942,2,yishun ring road (block 624),1.418002,103.835513,86,3,3,200430,4
51943,1,yishun street 61 (block 628),1.418195,103.836827,86,3,3,200430,4
51944,1,ang mo kio avenue 3 (block 587),1.370249,103.852478,87,2,2,200430,4
51945,1,ang mo kio street 51 (block 591a),1.371099,103.85219,87,2,2,200430,4
51946,2,bayshore road (costa del sol),1.311579,103.939123,88,2,2,200430,4
51947,1,bendemeer road (block 31),1.3195094,103.8638416,89,2,2,200430,4
51948,1,whampoa west (block 34),1.3204115,103.8637264,89,2,2,200430,4
51949,1,bishan street 12 (block 101),1.34492,103.848507,90,2,2,200430,4
51950,1,bishan street 12 (block 102),1.34516,103.847946,90,2,2,200430,4
51951,1,bishan street 23 (block 216),1.3564273,103.8492537,91,2,2,200430,4
51952,1,bishan street 23 (block 217),1.3567995,103.8491404,91,2,2,200430,4
51953,1,cedarwood grove,1.4282406,103.7785198,92,2,2,200430,4
51954,1,woodgrove avenue,1.4275686,103.779179,92,2,2,200430,4
51955,1,chai chee road (block 21),1.325758,103.922426,93,2,2,200430,4
51956,1,chai chee road (block 60),1.324715,103.921165,93,2,2,200430,4
51957,1,choa chu kang crescent (block 691b),1.4015411,103.7516335,94,2,2,200430,4
51958,1,choa chu kang crescent (block 692a),1.400245,103.751257,94,2,2,200430,4
51959,2,choa chu kang north 7 (block 617),1.400514,103.746237,95,2,2,200430,4
51960,1,compassvale bow (block 274c),1.382453,103.891235,96,2,2,200430,4
51961,1,compassvale bow (esparina residences),1.381947,103.891449,96,2,2,200430,4
51962,1,dunman lane,1.3088648,103.894811,97,2,2,200430,4
51963,1,tanjong katong road,1.3071727,103.8955493,97,2,2,200430,4
51964,1,fajar road (block 421),1.384476,103.77,98,2,2,200430,4
51965,1,fajar road (block 423),1.385563,103.769147,98,2,2,200430,4
51966,1,flora drive,1.3574973,103.9649184,99,2,2,200430,4
51967,1,flora drive (palm isles),1.356541,103.964244,99,2,2,200430,4
51968,1,hougang avenue 8 (block 540),1.376459,103.890846,100,2,2,200430,4
51969,1,hougang street 52 (block 538),1.377884,103.890139,100,2,2,200430,4
51970,2,kaki bukit avenue 3,1.33745,103.9086717,101,2,2,200430,4
51971,2,kian teck avenue,1.3306239,103.6934654,102,2,2,200430,4
51972,1,kitchener road (block 2),1.3078434,103.8591488,103,2,2,200430,4
51973,1,french road (block 8),1.3072601,103.8607343,103,2,2,200430,4
51974,1,lorong bunga,1.3319335,103.8737307,104,2,2,200430,4
51975,1,wan tho avenue,1.3325277,103.8717469,104,2,2,200430,4
51976,2,senja road (block 610),1.383465,103.761158,105,2,2,200430,4
51977,2,sommerville walk (sommerville loft),1.343682,103.86987,106,2,2,200430,4
51978,2,tuas south boulevard,1.264626,103.614371,107,2,2,200430,4
51979,2,ubi avenue 1 (block 301),1.331064,103.9025298,108,2,2,200430,4
51980,1,wilkie road,1.302896,103.847581,109,2,2,200430,4
51981,1,wilkie road (wilkie 80),1.303144,103.847667,109,2,2,200430,4
51982,1,woodlands avenue 1 (block 571a),1.4301299,103.791005,110,2,2,200430,4
51983,1,woodlands avenue 1 (block 571b),1.430086,103.7905059,110,2,2,200430,4
51984,1,woodlands avenue 5 (block 360),1.434075,103.784485,111,2,2,200430,4
51985,1,woodlands avenue 5 (block 362),1.433823,103.785353,111,2,2,200430,4
51986,1,woodlands drive 14 (block 527),1.431885,103.792172,112,2,2,200430,4
51987,1,woodlands drive 14 (block 528),1.431608,103.792405,112,2,2,200430,4
51988,1,yishun avenue 6 (block 288),1.439977,103.837548,113,2,2,200430,4
51989,1,yishun avenue 6 (block 289),1.440415,103.838521,113,2,2,200430,4
51990,1,yishun street 22 (block 262),1.4358366,103.8390756,114,2,2,200430,4
51991,1,yishun street 22 (block 293),1.4364175,103.8379562,114,2,2,200430,4
51992,42,pavilion circle,1.37053,103.753349,1,1,150,200508,5
51993,1,pavilion green,1.368838,103.752586,1,1,150,200508,5
51994,25,pavilion grove,1.371101,103.752434,1,1,150,200508,5
51995,26,pavilion place,1.369964,103.752215,1,1,150,200508,5
51996,30,pavilion rise,1.370506,103.752218,1,1,150,200508,5
51997,19,pavilion street,1.371666,103.752682,1,1,150,200508,5
51998,7,pavilion view,1.369386,103.75237,1,1,150,200508,5
51999,7,woodleigh close (8 @ woodleigh),1.336088,103.869609,2,33,104,200508,5
52000,12,woodleigh close (blossoms @ woodleigh),1.33935,103.87079,2,33,104,200508,5
52001,3,woodleigh close (euro-asia park),1.3364,103.867407,2,33,104,200508,5
52002,5,woodleigh close (parc mondrian),1.33617,103.868024,2,33,104,200508,5
52003,16,woodleigh lane,1.338021,103.868528,2,33,104,200508,5
52004,61,youngberg terrace (avon park),1.33934,103.869374,2,33,104,200508,5
52005,18,westwood avenue,1.3512663,103.6984716,3,7,102,200508,5
52006,1,westwood avenue (westwood residences),1.352137,103.696492,3,7,102,200508,5
52007,24,westwood crescent,1.3528057,103.7000291,3,7,102,200508,5
52008,29,westwood drive,1.350919,103.700666,3,7,102,200508,5
52009,2,westwood road,1.3513367,103.6993819,3,7,102,200508,5
52010,22,westwood terrace,1.3540791,103.6979389,3,7,102,200508,5
52011,6,westwood walk,1.3518638,103.6983333,3,7,102,200508,5
52012,13,ang mo kio avenue 3 (block 422),1.367993,103.851481,4,5,65,200508,5
52013,8,ang mo kio avenue 3 (block 423),1.3687216,103.8515929,4,5,65,200508,5
52014,30,ang mo kio avenue 3 (block 424),1.368377,103.850758,4,5,65,200508,5
52015,10,ang mo kio avenue 3 (block 425),1.369115,103.851476,4,5,65,200508,5
52016,1,ang mo kio avenue 3 (block 429),1.3691141,103.8533152,4,5,65,200508,5
52017,1,ang mo kio avenue 3 (block 430),1.369072,103.852661,4,5,65,200508,5
52018,2,ang mo kio avenue 10 (block 434),1.3679476,103.8533165,4,5,65,200508,5
52019,1,aljunied road (avant residences),1.313604,103.882294,5,12,61,200508,5
52020,4,geylang road,1.313431,103.883767,5,12,61,200508,5
52021,4,guillemard road,1.31127,103.8857029,5,12,61,200508,5
52022,1,guillemard road (guillemard suites),1.310716,103.882551,5,12,61,200508,5
52023,9,jalan molek,1.3115722,103.882711,5,12,61,200508,5
52024,3,jalan suka,1.312195,103.882622,5,12,61,200508,5
52025,9,lorong 22 geylang,1.3121935,103.8822215,5,12,61,200508,5
52026,3,lorong 24 geylang,1.3122157,103.8833463,5,12,61,200508,5
52027,1,lorong 24 geylang (#1 loft),1.312903,103.883539,5,12,61,200508,5
52028,1,lorong 24 geylang (the octet),1.312182,103.883548,5,12,61,200508,5
52029,5,lorong 25a geylang,1.3151949,103.883079,5,12,61,200508,5
52030,3,lorong 27 geylang,1.315297,103.8837269,5,12,61,200508,5
52031,2,lorong 27 geylang (the alcove),1.3146681,103.8841387,5,12,61,200508,5
52032,8,lorong 27a geylang,1.3150183,103.8848457,5,12,61,200508,5
52033,4,lorong 27a geylang (sims green),1.314382,103.884621,5,12,61,200508,5
52034,2,lorong 28 geylang,1.311471,103.885631,5,12,61,200508,5
52035,1,sims avenue,1.3158597,103.8867148,5,12,61,200508,5
52036,5,elizabeth drive,1.3606767,103.7629625,6,12,58,200508,5
52037,1,elizabeth drive (hillvista),1.35999,103.763504,6,12,58,200508,5
52038,5,hillview avenue (chantilly rise),1.359412,103.763116,6,12,58,200508,5
52039,9,hillview avenue (hillbrooks),1.358566,103.762857,6,12,58,200508,5
52040,3,hillview avenue (hillview 128),1.357124,103.760942,6,12,58,200508,5
52041,6,jalan gumilang,1.358977,103.760407,6,12,58,200508,5
52042,9,jalan dermawan,1.360099,103.75968,6,12,58,200508,5
52043,9,jalan intan,1.3597312,103.7615674,6,12,58,200508,5
52044,1,jalan remaja,1.35831,103.760096,6,12,58,200508,5
52045,9,jalan zamrud,1.360097,103.762179,6,12,58,200508,5
52046,1,lorong kemunchup,1.360322,103.761288,6,12,58,200508,5
52047,2,jalan jurong kechil,1.3430465,103.7703494,7,15,57,200508,5
52048,5,jalan jurong kechil (charisma view),1.344612,103.768568,7,15,57,200508,5
52049,10,jalan jurong kechil (sherwood condominium),1.345154,103.767935,7,15,57,200508,5
52050,10,jalan kakatua,1.3443186,103.7662492,7,15,57,200508,5
52051,8,jalan layang layang,1.3448367,103.7666292,7,15,57,200508,5
52052,1,jalan rajawali,1.343458,103.768358,7,15,57,200508,5
52053,4,jalan rajawali (grand chateau),1.344048,103.768649,7,15,57,200508,5
52054,1,jalan rajawali (palm residence),1.34333,103.769135,7,15,57,200508,5
52055,1,jalan rajawali (regis mansions),1.3430261,103.7680714,7,15,57,200508,5
52056,14,jalan selanting,1.3444718,103.7679054,7,15,57,200508,5
52057,1,jalan selanting (selanting green),1.3428709,103.76882,7,15,57,200508,5
52058,1,tampines avenue 7 (block 390),1.3561352,103.9576533,8,24,47,200508,5
52059,5,tampines avenue 7 (block 391),1.355875,103.958032,8,24,47,200508,5
52060,2,tampines avenue 7 (block 392),1.355182,103.957313,8,24,47,200508,5
52061,1,tampines avenue 7 (block 396),1.355866,103.956493,8,24,47,200508,5
52062,1,tampines street 32 (block 381),1.3542155,103.959041,8,24,47,200508,5
52063,2,tampines street 32 (block 385),1.354961,103.958405,8,24,47,200508,5
52064,1,tampines street 32 (block 386),1.3548212,103.9586726,8,24,47,200508,5
52065,1,tampines street 32 (block 388),1.355434,103.958133,8,24,47,200508,5
52066,1,tampines street 34 (block 363),1.355777,103.960731,8,24,47,200508,5
52067,1,tampines street 34 (block 372),1.356456,103.9580133,8,24,47,200508,5
52068,8,tampines street 34 (block 373),1.356028,103.958719,8,24,47,200508,5
52069,7,tampines street 34 (block 374),1.35654,103.958562,8,24,47,200508,5
52070,16,tampines street 34 (the eden at tampines),1.355298,103.959624,8,24,47,200508,5
52071,3,yishun avenue 5 (block 101),1.431295,103.827589,9,4,36,200508,5
52072,1,yishun avenue 5 (block 102),1.431069,103.828881,9,4,36,200508,5
52073,12,yishun avenue 5 (block 701),1.4299943,103.8286331,9,4,36,200508,5
52074,3,yishun avenue 5 (block 702),1.429859,103.829471,9,4,36,200508,5
52075,6,yishun avenue 5 (block 703),1.4296592,103.8286817,9,4,36,200508,5
52076,2,yishun avenue 5 (block 704),1.4293745,103.8289534,9,4,36,200508,5
52077,1,yishun avenue 5 (block 705),1.42914,103.829348,9,4,36,200508,5
52078,3,yishun avenue 5 (block 706),1.4289503,103.828765,9,4,36,200508,5
52079,1,yishun avenue 5 (block 709),1.428631,103.8275578,9,4,36,200508,5
52080,1,yishun avenue 5 (block 711),1.4280713,103.8270581,9,4,36,200508,5
52081,1,yishun ring road (block 103),1.431578,103.828487,9,4,36,200508,5
52082,1,yishun ring road (block 140),1.4311799,103.8303959,9,4,36,200508,5
52083,1,yishun street 71,1.427159,103.829508,9,4,36,200508,5
52084,10,chun tin road,1.342196,103.771624,10,12,35,200508,5
52085,6,jalan jurong kechil,1.3430465,103.7703494,10,12,35,200508,5
52086,7,lorong pisang emas,1.3439616,103.7715551,10,12,35,200508,5
52087,1,lorong pisang udang,1.343405,103.772036,10,12,35,200508,5
52088,3,upper bukit timah view (bukit regency),1.346913,103.770919,10,12,35,200508,5
52089,8,yuk tong avenue,1.344248,103.774273,10,12,35,200508,5
52090,10,fulton avenue,1.3618407,103.8337483,11,11,24,200508,5
52091,10,fulton road,1.3616189,103.832737,11,11,24,200508,5
52092,2,sin ming avenue (block 402),1.362765,103.832646,11,11,24,200508,5
52093,1,sin ming avenue (block 403),1.3628453,103.8334355,11,11,24,200508,5
52094,1,sin ming avenue (block 410),1.362842,103.835617,11,11,24,200508,5
52095,1,jalan chengam,1.3725353,103.831873,12,12,22,200508,5
52096,1,jalan leban,1.3731142,103.8307357,12,12,22,200508,5
52097,1,saint nicholas view,1.3732959,103.8327755,12,12,22,200508,5
52098,4,sembawang hills drive,1.3759482,103.8304284,12,12,22,200508,5
52099,1,thomson heights,1.37723,103.831148,12,12,22,200508,5
52100,2,thomson hill,1.377694,103.833071,12,12,22,200508,5
52101,1,thomson terrace,1.3777812,103.8315084,12,12,22,200508,5
52102,4,thomson walk,1.3765497,103.8326817,12,12,22,200508,5
52103,7,thomson view,1.356596,103.830749,12,12,22,200508,5
52104,6,flower road,1.360238,103.881326,13,2,21,200508,5
52105,4,highland road,1.3578622,103.8788124,13,2,21,200508,5
52106,3,palm grove avenue (palm grove condominium),1.359526,103.878802,13,2,21,200508,5
52107,4,richards avenue,1.3618734,103.8817394,13,2,21,200508,5
52108,1,richards place,1.3619294,103.8806616,13,2,21,200508,5
52109,3,teow hock avenue,1.3618413,103.8799705,13,2,21,200508,5
52110,1,lorong 1 toa payoh (block 108),1.341524,103.846995,14,3,21,200508,5
52111,2,lorong 1 toa payoh (block 240),1.340921,103.85072,14,3,21,200508,5
52112,6,toa payoh north (block 199),1.34212,103.850296,14,3,21,200508,5
52113,1,toa payoh north (block 200),1.341443,103.851095,14,3,21,200508,5
52114,1,toa payoh north (block 201),1.3413764,103.8503399,14,3,21,200508,5
52115,1,toa payoh north (block 202),1.3414861,103.8495995,14,3,21,200508,5
52116,3,toa payoh north (block 203),1.3420893,103.8491297,14,3,21,200508,5
52117,6,toa payoh north (block 204),1.341526,103.848966,14,3,21,200508,5
