n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
1,aljunied road (avant residences),1.313604,103.882294,1,39,326,200807,8
20,geylang road,1.313431,103.883767,1,39,326,200807,8
3,geylang east avenue 1,1.3174211,103.8855544,1,39,326,200807,8
1,geylang east avenue 2,1.3179983,103.8890095,1,39,326,200807,8
18,geylang east avenue 1 (central grove),1.315965,103.884659,1,39,326,200807,8
7,geylang east avenue 1 (block 132),1.3162132,103.8858256,1,39,326,200807,8
6,geylang east avenue 1 (block 133),1.3163949,103.8854669,1,39,326,200807,8
4,geylang east avenue 1 (block 134),1.315968,103.885892,1,39,326,200807,8
2,geylang east central (block 120),1.3181989,103.884718,1,39,326,200807,8
3,geylang east central (block 122),1.3177053,103.8849042,1,39,326,200807,8
8,guillemard road,1.31127,103.8857029,1,39,326,200807,8
1,guillemard road (guillemard edge),1.311853,103.886175,1,39,326,200807,8
4,guillemard road (guillemard suites),1.310716,103.882551,1,39,326,200807,8
4,guillemard road (guillemard view),1.311094,103.884872,1,39,326,200807,8
11,jalan molek,1.3115722,103.882711,1,39,326,200807,8
5,jalan suka,1.312195,103.882622,1,39,326,200807,8
14,lorong 22 geylang,1.3121935,103.8822215,1,39,326,200807,8
3,lorong 22 geylang (grandview suites),1.313156,103.882231,1,39,326,200807,8
6,lorong 24 geylang,1.3122157,103.8833463,1,39,326,200807,8
4,lorong 24 geylang (#1 loft),1.312903,103.883539,1,39,326,200807,8
2,lorong 24 geylang (the octet),1.312182,103.883548,1,39,326,200807,8
7,lorong 24a geylang,1.312143,103.8840533,1,39,326,200807,8
2,lorong 25 geylang,1.3143003,103.8825381,1,39,326,200807,8
16,lorong 25a geylang,1.3151949,103.883079,1,39,326,200807,8
3,lorong 25a geylang (centra suites),1.314707,103.883256,1,39,326,200807,8
12,lorong 26 geylang,1.313615,103.884772,1,39,326,200807,8
1,lorong 26 geylang (case aerata),1.312373,103.885048,1,39,326,200807,8
2,lorong 26 geylang (la fleur),1.312411,103.884627,1,39,326,200807,8
4,lorong 26 geylang (rezi 26),1.312971,103.885148,1,39,326,200807,8
14,lorong 27 geylang,1.315297,103.8837269,1,39,326,200807,8
18,lorong 27 geylang (the alcove),1.3146681,103.8841387,1,39,326,200807,8
1,lorong 27 geylang (the centren),1.313955,103.883572,1,39,326,200807,8
9,lorong 27a geylang,1.3150183,103.8848457,1,39,326,200807,8
13,lorong 27a geylang (sims green),1.314382,103.884621,1,39,326,200807,8
24,lorong 28 geylang,1.311471,103.885631,1,39,326,200807,8
4,lorong 28 geylang (edenz suites),1.312935,103.885658,1,39,326,200807,8
3,lorong 28 geylang (la brisa),1.311882,103.885447,1,39,326,200807,8
8,lorong 29 geylang,1.3157568,103.886116,1,39,326,200807,8
1,lorong 29 geylang (torieview mansions),1.314388,103.885903,1,39,326,200807,8
19,lorong 30 geylang,1.3135932,103.8862916,1,39,326,200807,8
5,lorong 30 geylang (guillemard edge),1.311959,103.886024,1,39,326,200807,8
5,lorong 30 geylang (idyllic suites),1.312824,103.886382,1,39,326,200807,8
6,lorong 30 geylang (suites 28),1.312513,103.886321,1,39,326,200807,8
11,lorong 32 geylang,1.311914,103.886988,1,39,326,200807,8
2,lorong 32 geylang (ness),1.312661,103.886908,1,39,326,200807,8
9,sims avenue,1.3158597,103.8867148,1,39,326,200807,8
3,bukit panjang ring road (block 537),1.3838409,103.7629971,2,11,295,200807,8
5,bukit panjang ring road (block 539),1.383058,103.763161,2,11,295,200807,8
4,bukit panjang ring road (block 541),1.3825274,103.7633045,2,11,295,200807,8
5,bukit panjang ring road (block 545),1.381698,103.76346,2,11,295,200807,8
28,bukit panjang ring road (block 609),1.38299,103.761919,2,11,295,200807,8
12,bukit panjang ring road (block 611),1.383905,103.761741,2,11,295,200807,8
6,bukit panjang ring road (block 613),1.384574,103.762003,2,11,295,200807,8
11,bukit panjang ring road (block 615),1.385331,103.762145,2,11,295,200807,8
1,bukit panjang ring road (block 617),1.385573,103.762729,2,11,295,200807,8
1,bukit panjang ring road (block 619),1.38587,103.762378,2,11,295,200807,8
4,bukit panjang ring road (block 620),1.385947,103.76171,2,11,295,200807,8
1,jelapang road (block 528),1.384888,103.765488,2,11,295,200807,8
1,jelapang road (block 530),1.385012,103.765192,2,11,295,200807,8
4,jelapang road (block 536),1.384265,103.763671,2,11,295,200807,8
1,jelapang road (block 538),1.383797,103.763682,2,11,295,200807,8
1,jelapang road (block 540),1.383412,103.763609,2,11,295,200807,8
4,jelapang road (block 542),1.382956,103.763921,2,11,295,200807,8
2,jelapang road (block 543),1.382495,103.764102,2,11,295,200807,8
4,jelapang road (block 544),1.381989,103.76407,2,11,295,200807,8
1,senja link (block 652),1.387354,103.763652,2,11,295,200807,8
6,senja road,1.38696,103.761025,2,11,295,200807,8
1,senja road (block 601),1.381953,103.762458,2,11,295,200807,8
1,senja road (block 602),1.381377,103.762736,2,11,295,200807,8
12,senja road (block 603),1.3815684,103.7621616,2,11,295,200807,8
4,senja road (block 604),1.381061,103.762446,2,11,295,200807,8
9,senja road (block 605),1.380845,103.761816,2,11,295,200807,8
11,senja road (block 606),1.381349,103.761581,2,11,295,200807,8
23,senja road (block 607),1.382412,103.761646,2,11,295,200807,8
33,senja road (block 608),1.382963,103.761269,2,11,295,200807,8
14,senja road (block 610),1.383465,103.761158,2,11,295,200807,8
25,senja road (block 612),1.384001,103.761255,2,11,295,200807,8
16,senja road (block 614),1.384523,103.760984,2,11,295,200807,8
13,senja road (block 616),1.384995,103.761091,2,11,295,200807,8
8,senja road (block 618),1.385462,103.761282,2,11,295,200807,8
4,senja road (block 621),1.386027,103.762722,2,11,295,200807,8
5,senja road (block 622),1.3858216,103.7613076,2,11,295,200807,8
2,senja road (block 623),1.38624,103.76227,2,11,295,200807,8
1,senja road (block 624),1.386201,103.76172,2,11,295,200807,8
8,woodlands road,1.413336,103.755752,2,11,295,200807,8
5,arthur road,1.301833,103.887996,3,22,293,200807,8
4,arthur road (arthur 118),1.298917,103.887641,3,22,293,200807,8
1,arthur road (arthur mansions),1.298905,103.887267,3,22,293,200807,8
1,arthur road (mia place),1.299142,103.887716,3,22,293,200807,8
2,bournemouth road,1.301963,103.893505,3,22,293,200807,8
10,broadrick road,1.3013758,103.8906487,3,22,293,200807,8
3,clacton road,1.299561,103.892034,3,22,293,200807,8
10,crescent road,1.304822,103.893071,3,22,293,200807,8
2,fort road,1.298534,103.885422,3,22,293,200807,8
13,jalan nuri,1.2986648,103.8928225,3,22,293,200807,8
20,jalan seaview,1.300849,103.895891,3,22,293,200807,8
8,jalan sedap,1.300027,103.89549,3,22,293,200807,8
20,margate road,1.297611,103.888604,3,22,293,200807,8
1,margate road (rivage),1.299648,103.88872,3,22,293,200807,8
2,margate road (sante fe mansions),1.300139,103.888804,3,22,293,200807,8
4,mayfield avenue,1.298092,103.892193,3,22,293,200807,8
3,meyer place,1.298852,103.886511,3,22,293,200807,8
25,meyer road,1.297127,103.8913328,3,22,293,200807,8
2,meyer road (aalto),1.298315,103.897527,3,22,293,200807,8
2,meyer road (equatorial apartments),1.298229,103.888007,3,22,293,200807,8
18,meyer road (hawaii tower),1.296848,103.889879,3,22,293,200807,8
7,meyer road (la meyer),1.297591,103.889661,3,22,293,200807,8
9,meyer road (mayer park),1.296957,103.891588,3,22,293,200807,8
1,meyer road (meyer residence),1.298612,103.886376,3,22,293,200807,8
4,meyer road (the atria @ meyer),1.296762,103.889224,3,22,293,200807,8
3,meyer road (the belvedere),1.297328,103.887531,3,22,293,200807,8
45,meyer road (the makena),1.297351,103.894548,3,22,293,200807,8
9,meyer road (the meyerise),1.296781,103.892789,3,22,293,200807,8
9,meyer road (the seafront on meyer),1.297643,103.888163,3,22,293,200807,8
7,meyer road (the sovereign),1.296742,103.893421,3,22,293,200807,8
12,mountbatten road,1.3034559,103.8845818,3,22,293,200807,8
17,meyer road (peach garden),1.298139,103.89551,3,22,293,200807,8
11,ramsgate road,1.299074,103.889876,3,22,293,200807,8
1,ringwood road,1.3014085,103.8888313,3,22,293,200807,8
2,walton road,1.2992741,103.8932002,3,22,293,200807,8
2,arnasalam chetty road (the inspira),1.291872,103.838822,4,35,243,200807,8
1,devonshire road,1.298962,103.837043,4,35,243,200807,8
1,dublin road,1.2983943,103.8397339,4,35,243,200807,8
2,jalan kuala,1.29557,103.83547,4,35,243,200807,8
4,jalan kuala (the morningside),1.29554,103.83572,4,35,243,200807,8
3,jalan rumbia (the imperial),1.295319,103.842752,4,35,243,200807,8
1,killiney road,1.298709,103.839168,4,35,243,200807,8
3,killiney road (la crystal),1.296193,103.836902,4,35,243,200807,8
1,killiney road (residences @ killiney),1.296845,103.838182,4,35,243,200807,8
11,kim yam road,1.293588,103.839335,4,35,243,200807,8
8,kim yam road (gambier court),1.292847,103.839818,4,35,243,200807,8
4,kim yam road (langston ville),1.294971,103.838957,4,35,243,200807,8
8,kim yam road (oleanas residence),1.293501,103.838767,4,35,243,200807,8
21,kim yam road (waterford residence),1.293904,103.839424,4,35,243,200807,8
6,lloyd road (the botanic on lloyd),1.297039,103.839642,4,35,243,200807,8
12,martin place (martin place residences),1.294272,103.838255,4,35,243,200807,8
13,mohamed sultan road (the pier @ robertson),1.291818,103.84065,4,35,243,200807,8
1,oxley garden,1.298121,103.84222,4,35,243,200807,8
4,oxley road,1.2971911,103.8408118,4,35,243,200807,8
1,oxley rise (visioncrest),1.298844,103.842882,4,35,243,200807,8
3,oxley walk (belle vue residences),1.295713,103.842124,4,35,243,200807,8
2,river valley close,1.2939158,103.8370504,4,35,243,200807,8
1,river valley close (urbana),1.29529,103.837843,4,35,243,200807,8
2,river valley close (starlight suites),1.293829,103.837195,4,35,243,200807,8
3,river valley close (euro asia court),1.294217,103.837443,4,35,243,200807,8
5,river valley close (the regalia),1.295299,103.836864,4,35,243,200807,8
13,river valley road,1.295582,103.8373285,4,35,243,200807,8
37,river valley road (aspen heights),1.294827,103.83996,4,35,243,200807,8
1,river valley road (residences @ 338a),1.29639,103.838026,4,35,243,200807,8
8,river valley road (ue square residences),1.292829,103.841989,4,35,243,200807,8
4,river valley road (ville royale),1.296031,103.841284,4,35,243,200807,8
1,river valley road (yong an park),1.294839,103.834019,4,35,243,200807,8
2,robertson quay (riverside 48),1.291232,103.83974,4,35,243,200807,8
1,robertson quay (rivergate),1.291103,103.836642,4,35,243,200807,8
3,robertson quay (robertson 100),1.291382,103.838081,4,35,243,200807,8
1,robertson quay (the quayside),1.290025,103.839156,4,35,243,200807,8
1,robertson quay (village residence),1.291296,103.841443,4,35,243,200807,8
1,rodyk street,1.2908634,103.8380267,4,35,243,200807,8
1,saint thomas walk,1.2976961,103.8364723,4,35,243,200807,8
1,saint thomas walk (grange heights),1.297751,103.835344,4,35,243,200807,8
1,saint thomas walk (espada),1.297405,103.836717,4,35,243,200807,8
3,saint thomas walk (saint thomas suites),1.298403,103.835873,4,35,243,200807,8
2,saint thomas walk (the bayron),1.297854,103.837589,4,35,243,200807,8
8,tong watt road,1.293062,103.840219,4,35,243,200807,8
4,tong watt road (robertson edge),1.292912,103.84067,4,35,243,200807,8
15,tong watt road (the wharf residence),1.293185,103.840236,4,35,243,200807,8
8,tong watt road (vivace),1.292878,103.840873,4,35,243,200807,8
4,unity street (robertson walk),1.292029,103.841537,4,35,243,200807,8
2,aljunied road,1.3222397,103.8814533,5,22,237,200807,8
26,geylang road,1.313431,103.883767,5,22,237,200807,8
4,guillemard road,1.31127,103.8857029,5,22,237,200807,8
8,lorong 4 geylang,1.3094907,103.8761659,5,22,237,200807,8
19,lorong 6 geylang,1.3117088,103.8764514,5,22,237,200807,8
3,lorong 7 geylang,1.3126445,103.8758172,5,22,237,200807,8
33,lorong 8 geylang,1.3108955,103.8771507,5,22,237,200807,8
13,lorong 9 geylang,1.3124837,103.8765539,5,22,237,200807,8
2,lorong 10 geylang,1.3120539,103.8775528,5,22,237,200807,8
11,lorong 11 geylang,1.312697,103.8771145,5,22,237,200807,8
10,lorong 12 geylang,1.3111091,103.8783904,5,22,237,200807,8
6,lorong 13 geylang,1.3139671,103.8773437,5,22,237,200807,8
28,lorong 14 geylang,1.3113118,103.8791529,5,22,237,200807,8
9,lorong 15 geylang,1.3128419,103.8783531,5,22,237,200807,8
16,lorong 16 geylang,1.310902,103.8799478,5,22,237,200807,8
6,lorong 17 geylang,1.3143559,103.878466,5,22,237,200807,8
3,lorong 18 geylang,1.311654,103.880688,5,22,237,200807,8
8,lorong 19 geylang,1.3138975,103.8791922,5,22,237,200807,8
4,lorong 20 geylang,1.3111948,103.8813428,5,22,237,200807,8
1,lorong 21 geylang,1.3140722,103.8800548,5,22,237,200807,8
3,lorong 22 geylang,1.3121935,103.8822215,5,22,237,200807,8
2,lorong 23 geylang,1.3148629,103.881296,5,22,237,200807,8
2,lorong bachok,1.31397,103.879751,5,22,237,200807,8
1,lorong tahar (angsana @ 21),1.312692,103.875593,5,22,237,200807,8
13,sims avenue,1.3158597,103.8867148,5,22,237,200807,8
1,sims way,1.311398,103.875439,5,22,237,200807,8
3,westerhout road,1.3110784,103.8807364,5,22,237,200807,8
4,brighton crescent,1.3621659,103.870411,6,26,222,200807,8
4,chepstow close,1.363201,103.8720506,6,26,222,200807,8
1,chuan garden,1.3630476,103.8683186,6,26,222,200807,8
19,lichfield road,1.3644563,103.8701237,6,26,222,200807,8
17,ripley crescent,1.3644658,103.870981,6,26,222,200807,8
2,serangoon garden way,1.3637427,103.8670456,6,26,222,200807,8
9,serangoon north avenue 1,1.366475,103.87318,6,26,222,200807,8
1,serangoon north avenue 1 (block 119),1.367669,103.871427,6,26,222,200807,8
13,serangoon north avenue 1 (block 120),1.3671612,103.8709081,6,26,222,200807,8
11,serangoon north avenue 1 (block 121),1.3669004,103.871001,6,26,222,200807,8
6,serangoon north avenue 1 (block 122),1.366672,103.871269,6,26,222,200807,8
17,serangoon north avenue 1 (block 123),1.3668347,103.8720707,6,26,222,200807,8
19,serangoon north avenue 1 (block 124),1.3662609,103.8713906,6,26,222,200807,8
11,serangoon north avenue 1 (block 125),1.3665524,103.8721579,6,26,222,200807,8
4,serangoon north avenue 1 (block 126),1.366023,103.871635,6,26,222,200807,8
11,serangoon north avenue 1 (block 127),1.365624,103.8717056,6,26,222,200807,8
6,serangoon north avenue 1 (block 142),1.367403,103.873946,6,26,222,200807,8
8,serangoon north avenue 1 (block 143),1.3673888,103.8729317,6,26,222,200807,8
4,serangoon north avenue 1 (block 144),1.36776,103.872912,6,26,222,200807,8
1,serangoon north avenue 1 (block 145),1.367861,103.872364,6,26,222,200807,8
2,serangoon north avenue 1 (block 146),1.368218,103.8727457,6,26,222,200807,8
2,serangoon north avenue 1 (block 147),1.3685207,103.8725429,6,26,222,200807,8
3,serangoon north avenue 1 (block 148),1.3686265,103.873471,6,26,222,200807,8
3,serangoon north avenue 1 (block 149),1.366925,103.87335,6,26,222,200807,8
1,serangoon north avenue 2 (block 131),1.369055,103.875247,6,26,222,200807,8
6,serangoon north avenue 2 (block 135),1.367381,103.874844,6,26,222,200807,8
6,serangoon north avenue 2 (block 136),1.368168,103.874964,6,26,222,200807,8
3,serangoon north avenue 2 (block 138),1.368339,103.875556,6,26,222,200807,8
2,serangoon north avenue 2 (block 139),1.3687839,103.8754532,6,26,222,200807,8
4,serangoon north avenue 2 (block 140),1.3685125,103.875019,6,26,222,200807,8
5,serangoon north avenue 2 (block 141),1.368626,103.874468,6,26,222,200807,8
6,serangoon north avenue 2 (block 151),1.36926,103.874318,6,26,222,200807,8
8,serangoon north view,1.36669,103.870405,6,26,222,200807,8
3,walmer drive,1.3653387,103.8691882,6,26,222,200807,8
7,geylang east avenue 1 (block 125),1.3177357,103.8866318,7,30,220,200807,8
6,geylang east avenue 1 (block 127),1.318081,103.8874159,7,30,220,200807,8
2,geylang east avenue 1 (block 128),1.318508,103.887583,7,30,220,200807,8
1,geylang east avenue 1 (block 130),1.3167707,103.8877482,7,30,220,200807,8
4,geylang east avenue 1 (block 131),1.3167757,103.8868349,7,30,220,200807,8
1,geylang east avenue 2 (block 129),1.3185012,103.8889602,7,30,220,200807,8
12,geylang east avenue 2 (simsville),1.3170639,103.8895688,7,30,220,200807,8
1,geylang east avenue 2,1.3179983,103.8890095,7,30,220,200807,8
2,geylang east avenue 2 (sims edge),1.316414,103.887922,7,30,220,200807,8
1,geylang east avenue 3,1.318587,103.890195,7,30,220,200807,8
20,geylang road,1.313431,103.883767,7,30,220,200807,8
3,guillemard road,1.31127,103.8857029,7,30,220,200807,8
8,lorong 31 geylang,1.31442,103.8870327,7,30,220,200807,8
1,lorong 31 geylang (camellia lodge),1.314528,103.887007,7,30,220,200807,8
13,lorong 32 geylang,1.311914,103.886988,7,30,220,200807,8
1,lorong 32 geylang (casa emerald),1.312184,103.887166,7,30,220,200807,8
1,lorong 32 geylang (loft 33),1.312812,103.88712,7,30,220,200807,8
2,lorong 32 geylang (mill @ 32),1.312805,103.886837,7,30,220,200807,8
12,lorong 33 geylang (sims meadows),1.314809,103.887993,7,30,220,200807,8
24,lorong 34 geylang,1.3132409,103.8878271,7,30,220,200807,8
6,lorong 34 geylang (geylang heritage),1.313122,103.887494,7,30,220,200807,8
2,lorong 34 geylang (primedge),1.312572,103.888068,7,30,220,200807,8
7,lorong 35 geylang,1.315353,103.888504,7,30,220,200807,8
7,lorong 35 geylang (central loft),1.314926,103.888405,7,30,220,200807,8
15,lorong 36 geylang,1.3133594,103.8884015,7,30,220,200807,8
18,lorong 37 geylang,1.3156848,103.8896649,7,30,220,200807,8
1,lorong 37 geylang (palm lodge),1.315398,103.889459,7,30,220,200807,8
4,lorong 38 geylang (the water edge),1.31379,103.888739,7,30,220,200807,8
2,lorong 39 geylang,1.3162921,103.8906323,7,30,220,200807,8
4,lorong 39 geylang (d'weave),1.315161,103.89087,7,30,220,200807,8
3,lorong 39 geylang (sims dorado),1.315785,103.890343,7,30,220,200807,8
2,lorong 39 geylang (sims residences),1.316096,103.890835,7,30,220,200807,8
2,lorong 40 geylang,1.3136959,103.8898106,7,30,220,200807,8
2,lorong 42 geylang,1.3143931,103.8902637,7,30,220,200807,8
10,lorong 42 geylang (aston mansion),1.313915,103.890463,7,30,220,200807,8
2,guillemard road,1.31127,103.8857029,7,30,220,200807,8
3,paya lebar road (paya lebar residences),1.317555,103.891655,7,30,220,200807,8
3,sims avenue,1.3158597,103.8867148,7,30,220,200807,8
2,sims avenue (centra heights),1.316317,103.8866,7,30,220,200807,8
2,sims avenue (suites @ sims),1.315726,103.887233,7,30,220,200807,8
1,lorong 33 geylang,1.3152493,103.8877469,7,30,220,200807,8
1,leicester road,1.3302427,103.8668017,8,2,200,200807,8
1,leicester road (intero),1.330255,103.86728,8,2,200,200807,8
9,leicester road (one leicester),1.3297705,103.8676521,8,2,200,200807,8
1,leicester road (platinum edge),1.330465,103.866848,8,2,200,200807,8
1,meyappa chettiar road (meya lodge),1.330973,103.867168,8,2,200,200807,8
1,meyappa chettiar road (ridge court),1.330727,103.867691,8,2,200,200807,8
8,meyappa chettiar road (the poiz residences),1.331113,103.867318,8,2,200,200807,8
4,potong pasir avenue 1 (block 101),1.333004,103.868504,8,2,200,200807,8
2,potong pasir avenue 1 (block 102),1.3336392,103.8687799,8,2,200,200807,8
7,potong pasir avenue 1 (block 104),1.334392,103.869243,8,2,200,200807,8
6,potong pasir avenue 1 (block 105),1.3343943,103.8685657,8,2,200,200807,8
1,potong pasir avenue 1 (block 106),1.334214,103.868032,8,2,200,200807,8
9,potong pasir avenue 1 (block 107),1.334656,103.868221,8,2,200,200807,8
8,potong pasir avenue 1 (block 108),1.3349768,103.8677682,8,2,200,200807,8
4,potong pasir avenue 1 (block 109),1.334907,103.86752,8,2,200,200807,8
29,potong pasir avenue 1 (block 121),1.335752,103.865817,8,2,200,200807,8
24,potong pasir avenue 1 (block 122),1.335141,103.866279,8,2,200,200807,8
4,potong pasir avenue 1 (block 123),1.33526,103.865783,8,2,200,200807,8
2,potong pasir avenue 1 (block 124),1.335358,103.865428,8,2,200,200807,8
7,potong pasir avenue 1 (block 125),1.335495,103.86515,8,2,200,200807,8
8,potong pasir avenue 1 (block 126),1.335009,103.865213,8,2,200,200807,8
3,potong pasir avenue 1 (block 127),1.335104,103.865517,8,2,200,200807,8
1,potong pasir avenue 1 (block 129),1.334757,103.865564,8,2,200,200807,8
1,potong pasir avenue 1 (block 130),1.33448,103.86556,8,2,200,200807,8
4,potong pasir avenue 1 (block 131),1.334633,103.865244,8,2,200,200807,8
1,potong pasir avenue 1 (block 133),1.334311,103.865882,8,2,200,200807,8
1,potong pasir avenue 1 (block 146),1.331837,103.867242,8,2,200,200807,8
2,potong pasir avenue 1 (block 148),1.33271,103.868034,8,2,200,200807,8
5,potong pasir avenue 2,1.332298,103.867117,8,2,200,200807,8
4,potong pasir avenue 2 (block 143),1.332865,103.865965,8,2,200,200807,8
5,potong pasir avenue 2 (block 144),1.332642,103.865457,8,2,200,200807,8
6,potong pasir avenue 2 (block 145),1.332432,103.866037,8,2,200,200807,8
4,potong pasir avenue 3 (block 134),1.334612,103.866351,8,2,200,200807,8
1,potong pasir avenue 3 (block 135),1.334738,103.866787,8,2,200,200807,8
4,potong pasir avenue 3 (block 136),1.334079,103.866477,8,2,200,200807,8
5,potong pasir avenue 3 (block 137),1.333843,103.866045,8,2,200,200807,8
1,potong pasir avenue 3 (block 138),1.333596,103.865416,8,2,200,200807,8
5,potong pasir avenue 3 (block 139),1.333195,103.8661326,8,2,200,200807,8
6,potong pasir avenue 3 (block 140),1.333718,103.866706,8,2,200,200807,8
2,potong pasir avenue 3 (block 141),1.334039,103.867366,8,2,200,200807,8
1,potong pasir avenue 3 (block 142),1.33341,103.867023,8,2,200,200807,8
1,woodsville close (woodsville 28),1.330513,103.868349,8,2,200,200807,8
10,bartley road,1.3437434,103.872036,9,16,171,200807,8
8,bartley road (the quinn),1.343899,103.872855,9,16,171,200807,8
18,eden grove,1.3448945,103.8717327,9,16,171,200807,8
12,gambir walk,1.344195,103.8743127,9,16,171,200807,8
8,gambir walk (gambir ridge),1.344623,103.875666,9,16,171,200807,8
15,jalan labu ayer,1.3451548,103.8740359,9,16,171,200807,8
17,jalan labu manis,1.3450182,103.8727889,9,16,171,200807,8
10,jalan labu merah,1.3459614,103.8737602,9,16,171,200807,8
2,jalan rindu,1.3457721,103.8769881,9,16,171,200807,8
18,lorong gambir,1.3456298,103.875495,9,16,171,200807,8
1,lorong penchalak,1.346315,103.876257,9,16,171,200807,8
6,serangoon avenue 1 (block 401),1.346368,103.873225,9,16,171,200807,8
9,serangoon avenue 1 (block 402),1.3466922,103.8727198,9,16,171,200807,8
6,serangoon avenue 1 (block 403),1.3463708,103.8724073,9,16,171,200807,8
1,serangoon avenue 1 (block 404),1.347157,103.872457,9,16,171,200807,8
4,serangoon avenue 1 (block 405),1.347626,103.872722,9,16,171,200807,8
1,serangoon avenue 1 (block 406),1.347642,103.873128,9,16,171,200807,8
2,serangoon avenue 1 (block 407),1.347244,103.872893,9,16,171,200807,8
3,serangoon avenue 1 (block 408),1.3472114,103.8734544,9,16,171,200807,8
2,serangoon central (block 412),1.3484259,103.873192,9,16,171,200807,8
8,sunshine terrace,1.345776,103.872682,9,16,171,200807,8
6,sunshine terrace (the sunshine),1.34621,103.871998,9,16,171,200807,8
4,upper serangoon road,1.3576645,103.8825205,9,16,171,200807,8
4,tampines avenue 7 (block 390),1.3561352,103.9576533,10,1,170,200807,8
11,tampines avenue 7 (block 391),1.355875,103.958032,10,1,170,200807,8
2,tampines avenue 7 (block 392),1.355182,103.957313,10,1,170,200807,8
1,tampines avenue 7 (block 393),1.3553373,103.9567212,10,1,170,200807,8
2,tampines avenue 7 (block 394),1.355189,103.955988,10,1,170,200807,8
4,tampines avenue 7 (block 396),1.355866,103.956493,10,1,170,200807,8
1,tampines street 32 (block 310),1.353556,103.957013,10,1,170,200807,8
1,tampines street 32 (block 324),1.352372,103.959191,10,1,170,200807,8
1,tampines street 32 (block 325),1.3526176,103.9592892,10,1,170,200807,8
2,tampines street 32 (block 328),1.353349,103.95848,10,1,170,200807,8
2,tampines street 32 (block 330),1.353523,103.959391,10,1,170,200807,8
1,tampines street 32 (block 331),1.353329,103.959804,10,1,170,200807,8
1,tampines street 32 (block 334),1.352566,103.96113,10,1,170,200807,8
2,tampines street 32 (block 336),1.352627,103.960235,10,1,170,200807,8
3,tampines street 32 (block 337),1.352539,103.959782,10,1,170,200807,8
1,tampines street 32 (block 381),1.3542155,103.959041,10,1,170,200807,8
1,tampines street 32 (block 383),1.354207,103.958079,10,1,170,200807,8
2,tampines street 32 (block 384),1.3542811,103.9576394,10,1,170,200807,8
5,tampines street 32 (block 385),1.354961,103.958405,10,1,170,200807,8
2,tampines street 32 (block 386),1.3548212,103.9586726,10,1,170,200807,8
5,tampines street 32 (block 387),1.355191,103.958811,10,1,170,200807,8
3,tampines street 32 (block 388),1.355434,103.958133,10,1,170,200807,8
1,tampines street 33 (block 311),1.353044,103.957633,10,1,170,200807,8
1,tampines street 33 (block 312),1.3526922,103.9571651,10,1,170,200807,8
1,tampines street 33 (block 322),1.3509104,103.9581451,10,1,170,200807,8
2,tampines street 33 (block 323),1.351901,103.95835,10,1,170,200807,8
1,tampines street 33 (block 340),1.351228,103.95989,10,1,170,200807,8
1,tampines street 33 (block 341),1.351207,103.961011,10,1,170,200807,8
1,tampines street 33 (block 343),1.351945,103.961193,10,1,170,200807,8
1,tampines street 33 (block 352),1.354171,103.96216,10,1,170,200807,8
1,tampines street 33 (block 353),1.354375,103.962821,10,1,170,200807,8
1,tampines street 33 (block 354),1.355099,103.962378,10,1,170,200807,8
2,tampines street 33 (block 356),1.354427,103.961414,10,1,170,200807,8
3,tampines street 33 (block 357),1.354099,103.961524,10,1,170,200807,8
1,tampines street 33 (block 358),1.354327,103.960943,10,1,170,200807,8
1,tampines street 33 (block 359),1.355919,103.961548,10,1,170,200807,8
1,tampines street 34 (block 361),1.356092,103.9623809,10,1,170,200807,8
1,tampines street 34 (block 363),1.355777,103.960731,10,1,170,200807,8
5,tampines street 34 (block 364),1.357037,103.959923,10,1,170,200807,8
1,tampines street 34 (block 366),1.35762,103.96139,10,1,170,200807,8
5,tampines street 34 (block 367),1.3581446,103.9602324,10,1,170,200807,8
3,tampines street 34 (block 367a),1.3577464,103.9597015,10,1,170,200807,8
2,tampines street 34 (block 368),1.3586541,103.9611669,10,1,170,200807,8
6,tampines street 34 (block 370),1.3579069,103.9595452,10,1,170,200807,8
2,tampines street 34 (block 371),1.357081,103.958579,10,1,170,200807,8
11,tampines street 34 (block 372),1.356456,103.9580133,10,1,170,200807,8
13,tampines street 34 (block 373),1.356028,103.958719,10,1,170,200807,8
19,tampines street 34 (block 374),1.35654,103.958562,10,1,170,200807,8
25,tampines street 34 (the eden @ tampines),1.355298,103.959624,10,1,170,200807,8
1,tampines street 45 (block 497h),1.359664,103.9599099,10,1,170,200807,8
10,ang mo kio avenue 2,1.372733,103.8331724,11,24,159,200807,8
7,jalan chengam,1.3725353,103.831873,11,24,159,200807,8
5,jalan gelenggang,1.374266,103.8303,11,24,159,200807,8
10,jalan leban,1.3731142,103.8307357,11,24,159,200807,8
3,jalan kuras,1.374831,103.82952,11,24,159,200807,8
2,jalan tarum,1.3738826,103.8315829,11,24,159,200807,8
2,saint nicholas view,1.3732959,103.8327755,11,24,159,200807,8
19,sembawang hills drive,1.3759482,103.8304284,11,24,159,200807,8
1,serenade walk,1.3793856,103.8346788,11,24,159,200807,8
23,thomson green,1.37901,103.833313,11,24,159,200807,8
8,thomson heights,1.37723,103.831148,11,24,159,200807,8
6,thomson hill,1.377694,103.833071,11,24,159,200807,8
8,thomson hills drive,1.378654,103.831838,11,24,159,200807,8
