n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
1,bishan street 23 (block 211),1.3560972,103.8490348,39,1,3,160329,3
1,boon keng road (block 7),1.3154234,103.8597292,40,3,3,160329,3
1,boon keng road (block 8),1.3166862,103.8617959,40,3,3,160329,3
1,boon keng road (block 9),1.316,103.8613464,40,3,3,160329,3
3,dakota crescent (dakota residences),1.30614,103.886775,41,3,3,160329,3
1,french road (block 808),1.308475,103.862009,42,2,3,160329,3
1,jellicoe road (citylights),1.308322,103.863138,42,2,3,160329,3
1,penhas road,1.3094216,103.8627848,42,2,3,160329,3
1,kang ching road (block 346),1.340296,103.720809,43,1,3,160329,3
1,kang ching road (block 352),1.3394,103.7201965,43,1,3,160329,3
1,yuan ching road (yuan ching road apartments),1.341171,103.721668,43,1,3,160329,3
3,leith park,1.3621173,103.8741172,44,3,3,160329,3
1,lorong 2 toa payoh (block 120),1.3391506,103.8455287,45,2,3,160329,3
1,lorong 2 toa payoh (block 121),1.339217,103.846149,45,2,3,160329,3
1,lorong 2 toa payoh (block 122),1.339821,103.846152,45,2,3,160329,3
1,lorong k telok kurau (the vesta),1.313334,103.913612,46,3,3,160329,3
1,lorong l telok kurau (the espira),1.312131,103.914694,46,3,3,160329,3
1,lorong l telok kurau,1.3118335,103.9110688,46,3,3,160329,3
1,pasir ris street 11 (block 185),1.3656127,103.9599107,47,2,3,160329,3
1,pasir ris street 12 (block 195),1.366395,103.9600339,47,2,3,160329,3
1,pasir ris street 21 (block 210),1.36678,103.961414,47,2,3,160329,3
3,vernon park,1.3391546,103.8774097,48,3,3,160329,3
2,yishun street 11 (block 148),1.4319671,103.8323845,49,2,3,160329,3
1,yishun street 11 (block 162),1.433095,103.832371,49,2,3,160329,3
2,ang mo kio avenue 2,1.372733,103.8331724,50,2,2,160329,3
1,ang mo kio avenue 4 (block 174),1.375244,103.837729,51,1,2,160329,3
1,ang mo kio avenue 4 (block 178),1.376304,103.83687,51,1,2,160329,3
1,anthony road (orchard scotts),1.309574,103.839132,52,1,2,160329,3
1,monks hill road (monks hill flat),1.310053,103.839885,52,1,2,160329,3
1,aroozoo avenue,1.3550739,103.884754,53,2,2,160329,3
1,hougang avenue 1 (block 236),1.357853,103.888926,53,2,2,160329,3
2,bedok south avenue 2 (block 31),1.3230339,103.9381417,54,2,2,160329,3
1,buangkok crescent (block 986c),1.382643,103.880329,55,2,2,160329,3
1,buangkok link (block 984d),1.3823005,103.8808241,55,2,2,160329,3
1,carpmael road (the carpmaelina),1.313087,103.897983,56,2,2,160329,3
1,haig road (block 3),1.31175,103.897224,56,2,2,160329,3
1,cassia crescent (block 32),1.3092392,103.8840554,57,1,2,160329,3
1,cassia crescent (block 54),1.310057,103.884573,57,1,2,160329,3
1,cowdray avenue,1.3680896,103.8641538,58,1,2,160329,3
1,york place,1.3680042,103.8655883,58,1,2,160329,3
1,hougang avenue 6 (block 526),1.3744221,103.8905062,59,2,2,160329,3
1,hougang avenue 6 (block 527),1.3749337,103.8905679,59,2,2,160329,3
2,jansen road (jansen 28),1.359789,103.876842,60,2,2,160329,3
1,jalan tanah puteh,1.315586,103.930534,61,2,2,160329,3
1,woo mon chew road,1.315471,103.929478,61,2,2,160329,3
1,joo chiat road,1.309934,103.9020481,62,2,2,160329,3
1,tembeling road,1.3105306,103.902828,62,2,2,160329,3
2,lorong 2 toa payoh (block 84a),1.3353678,103.8469458,63,2,2,160329,3
2,lorong 26 geylang,1.313615,103.884772,64,2,2,160329,3
1,lorong 5 toa payoh (block 44),1.336438,103.8539459,65,2,2,160329,3
1,lorong 6 toa payoh,1.3378332,103.8536813,65,2,2,160329,3
1,lorong 8 toa payoh (block 221),1.342631,103.8569535,66,2,2,160329,3
1,lorong 8 toa payoh (block 222),1.341746,103.855946,66,2,2,160329,3
1,lorong chuan (chuan park),1.352407,103.864376,67,2,2,160329,3
1,serangoon avenue 2 (block 309),1.353784,103.8651229,67,2,2,160329,3
2,mayflower way,1.3722679,103.8403796,68,2,2,160329,3
2,mount faber road (mount faber lodge),1.268866,103.824604,69,2,2,160329,3
1,punggol drive (block 612b),1.405049,103.908203,70,2,2,160329,3
1,punggol drive (block 612c),1.405258,103.907894,70,2,2,160329,3
1,serangoon avenue 2 (block 321),1.351129,103.867686,71,1,2,160329,3
1,serangoon avenue 3 (block 329),1.349769,103.868215,71,1,2,160329,3
2,tai keng gardens,1.3472032,103.8849541,72,2,2,160329,3
1,teban gardens road (block 11),1.3223658,103.742115,73,2,2,160329,3
1,teban gardens road (block 39),1.3213874,103.7428516,73,2,2,160329,3
1,teck whye avenue (block 10),1.3802147,103.7553277,74,1,2,160329,3
1,teck whye lane (block 9),1.3800061,103.7541712,74,1,2,160329,3
1,teck whye avenue (block 2),1.381995,103.751866,75,1,2,160329,3
1,teck whye avenue (block 3),1.3825205,103.7525995,75,1,2,160329,3
1,west coast crescent (blue horizon),1.297496,103.765592,76,1,2,160329,3
1,west coast crescent (westcove condominium),1.297797,103.766167,76,1,2,160329,3
1,yishun avenue 5 (block 707),1.42895,103.827581,77,1,2,160329,3
1,yishun avenue 5 (block 710),1.4282459,103.827529,77,1,2,160329,3
1,hythe road,1.368174,103.867378,1,4,94,160404,4
5,kensington park drive (kensington park condominium),1.366725,103.868676,1,4,94,160404,4
2,kensington park road,1.3670313,103.8664946,1,4,94,160404,4
3,serangoon north avenue 1 (block 101),1.3710446,103.8702609,1,4,94,160404,4
3,serangoon north avenue 1 (block 103),1.3707407,103.8702316,1,4,94,160404,4
1,serangoon north avenue 1 (block 106),1.3701807,103.8710666,1,4,94,160404,4
3,serangoon north avenue 1 (block 107),1.3699293,103.8700793,1,4,94,160404,4
2,serangoon north avenue 1 (block 108),1.3699247,103.8709335,1,4,94,160404,4
9,serangoon north avenue 1 (block 109),1.3694273,103.8703434,1,4,94,160404,4
2,serangoon north avenue 1 (block 110),1.3693503,103.8712042,1,4,94,160404,4
7,serangoon north avenue 1 (block 111),1.369162,103.870437,1,4,94,160404,4
2,serangoon north avenue 1 (block 112),1.3692291,103.871517,1,4,94,160404,4
8,serangoon north avenue 1 (block 113),1.3686712,103.8704241,1,4,94,160404,4
5,serangoon north avenue 1 (block 114),1.3688288,103.8713082,1,4,94,160404,4
3,serangoon north avenue 1 (block 115),1.3682235,103.8705506,1,4,94,160404,4
7,serangoon north avenue 1 (block 116),1.3685007,103.871396,1,4,94,160404,4
4,serangoon north avenue 1 (block 117),1.3679402,103.8707246,1,4,94,160404,4
8,serangoon north avenue 1 (block 118),1.3675453,103.8707595,1,4,94,160404,4
1,serangoon north avenue 1 (block 120),1.3671612,103.8709081,1,4,94,160404,4
1,serangoon north avenue 1 (block 121),1.3669004,103.871001,1,4,94,160404,4
2,serangoon north avenue 1 (block 123),1.3668347,103.8720707,1,4,94,160404,4
2,serangoon north avenue 1 (block 124),1.3662609,103.8713906,1,4,94,160404,4
1,serangoon north avenue 1 (block 126),1.366023,103.871635,1,4,94,160404,4
1,serangoon north avenue 1 (block 129),1.3658913,103.8731294,1,4,94,160404,4
1,serangoon north avenue 1 (block 146),1.368218,103.8727457,1,4,94,160404,4
3,serangoon north avenue 1 (block 148),1.3686265,103.873471,1,4,94,160404,4
1,serangoon north avenue 1 (block 152),1.3694055,103.8725843,1,4,94,160404,4
1,serangoon north avenue 2 (block 140),1.3685125,103.875019,1,4,94,160404,4
5,worthing road,1.3682261,103.8679385,1,4,94,160404,4
15,bowmont gardens,1.31433,103.9200577,2,3,71,160404,4
1,burnfoot terrace,1.3125262,103.9220962,2,3,71,160404,4
2,carlton avenue,1.3162154,103.9206249,2,3,71,160404,4
2,cheviot hill,1.3162271,103.9213051,2,3,71,160404,4
1,dryburgh avenue,1.3164158,103.9212303,2,3,71,160404,4
4,dunbar walk,1.312611,103.9166789,2,3,71,160404,4
2,ettrick terrace,1.3130306,103.9217973,2,3,71,160404,4
6,frankel avenue,1.31656,103.9178494,2,3,71,160404,4
1,greenfield drive,1.313106,103.91784,2,3,71,160404,4
16,jedburgh gardens,1.314281,103.920697,2,3,71,160404,4
1,la salle street,1.3188593,103.9192756,2,3,71,160404,4
3,siglap bank,1.3180259,103.9206618,2,3,71,160404,4
4,siglap drive,1.316548,103.920496,2,3,71,160404,4
1,siglap plain,1.3180708,103.9162044,2,3,71,160404,4
4,siglap rise,1.317759,103.920283,2,3,71,160404,4
1,siglap walk,1.317491,103.919961,2,3,71,160404,4
6,wilton gardens,1.314051,103.92018,2,3,71,160404,4
1,yarrow gardens,1.3152788,103.9218985,2,3,71,160404,4
1,geylang bahru (block 56),1.3229581,103.8698961,3,18,57,160404,4
5,geylang bahru (block 57),1.3231293,103.8686562,3,18,57,160404,4
1,geylang bahru (block 59a),1.3229578,103.8698962,3,18,57,160404,4
5,geylang bahru (block 59b),1.3222207,103.8682738,3,18,57,160404,4
3,geylang bahru (block 59c),1.320756,103.8685485,3,18,57,160404,4
1,geylang bahru (block 60),1.322875,103.869208,3,18,57,160404,4
6,geylang bahru (block 62),1.3229577,103.8698961,3,18,57,160404,4
6,geylang bahru (block 68),1.32237,103.870067,3,18,57,160404,4
1,geylang bahru (block 72),1.3219939,103.870953,3,18,57,160404,4
5,geylang bahru (block 73),1.322632,103.870598,3,18,57,160404,4
2,geylang bahru (block 95),1.322709,103.870818,3,18,57,160404,4
1,geylang bahru (block 97),1.323741,103.87015,3,18,57,160404,4
5,kallang bahru (block 63),1.321223,103.868479,3,18,57,160404,4
8,kallang bahru (block 64),1.32051,103.868445,3,18,57,160404,4
4,kallang bahru (block 65),1.3199066,103.8687613,3,18,57,160404,4
2,kallang bahru (block 66),1.320633,103.869793,3,18,57,160404,4
1,kallang bahru (block 67),1.3215615,103.8693179,3,18,57,160404,4
10,elias road,1.3774909,103.9414184,4,21,56,160404,4
1,elias road (block 601),1.3778191,103.9434886,4,21,56,160404,4
1,elias road (block 605),1.3769132,103.9428421,4,21,56,160404,4
1,elias road (block 609),1.3757056,103.9426664,4,21,56,160404,4
1,elias road (block 611),1.375139,103.9422712,4,21,56,160404,4
1,elias road (block 615),1.3764568,103.9416595,4,21,56,160404,4
2,elias road (oasis @ elias),1.377269,103.941453,4,21,56,160404,4
1,pasir ris drive 3 (block 626),1.3798133,103.9409349,4,21,56,160404,4
1,pasir ris avenue,1.382177,103.9450927,4,21,56,160404,4
6,pasir ris heights,1.3821712,103.9416833,4,21,56,160404,4
5,pasir ris view,1.3797022,103.9448275,4,21,56,160404,4
3,riverina crescent,1.379723,103.9455269,4,21,56,160404,4
14,riverina view,1.3788938,103.9450076,4,21,56,160404,4
9,riverina walk,1.3788016,103.9440555,4,21,56,160404,4
1,tampines central 1 (block 503),1.3553951,103.9447319,5,12,41,160404,4
1,tampines street 41 (block 403),1.357528,103.94489,5,12,41,160404,4
