,file,coords,breeding_habitat_count,area
23,dengue-cases-north-east,"[[103.887893690618, 1.36548627414775, 0.0], [103.887893731426, 1.36729500194868, 0.0], [103.889690869416, 1.36729496017326, 0.0], [103.889690827264, 1.36548623242761, 0.0], [103.887893690618, 1.36548627414775, 0.0]]",24,40269.23532087749
24,dengue-cases-north-east,"[[103.884299455284, 1.36729508143836, 0.0], [103.884299493455, 1.36910380931713, 0.0], [103.886096632898, 1.36910377019745, 0.0], [103.886096593381, 1.36729504237038, 0.0], [103.884299455284, 1.36729508143836, 0.0]]",2,40269.23928319322
25,dengue-cases-north-east,"[[103.886096593381, 1.36729504237038, 0.0], [103.886096632898, 1.36910377019745, 0.0], [103.887893772288, 1.36910372972226, 0.0], [103.887893731426, 1.36729500194868, 0.0], [103.886096593381, 1.36729504237038, 0.0]]",2,40269.23693786603
26,dengue-cases-north-east,"[[103.887893731426, 1.36729500194868, 0.0], [103.887893772288, 1.36910372972226, 0.0], [103.889690911624, 1.36910368789156, 0.0], [103.889690869416, 1.36729496017326, 0.0], [103.887893731426, 1.36729500194868, 0.0]]",3,40269.23450800712
27,dengue-cases-north-east,"[[103.896880384606, 1.40346932387354, 0.0], [103.896880433458, 1.40527805079807, 0.0], [103.89867759979, 1.40527800090497, 0.0], [103.898677549557, 1.40346927404468, 0.0], [103.896880384606, 1.40346932387354, 0.0]]",1,40269.20475740391
28,dengue-cases-north-east,"[[103.880705178941, 1.36729515551314, 0.0], [103.88070521442, 1.36910388348993, 0.0], [103.882502353962, 1.36910384708129, 0.0], [103.882502317137, 1.36729511915261, 0.0], [103.880705178941, 1.36729515551314, 0.0]]",2,40269.24371982366
29,dengue-cases-north-east,"[[103.905864037265, 1.33111997477739, 0.0], [103.905864090149, 1.33292870245779, 0.0], [103.907661202266, 1.33292864853587, 0.0], [103.907661148072, 1.33111992092866, 0.0], [103.905864037265, 1.33111997477739, 0.0]]",1,40269.22196066288
30,dengue-cases-north-east,"[[103.907661202266, 1.33292864853587, 0.0], [103.907661256534, 1.33473737611641, 0.0], [103.90945836989, 1.33473732079981, 0.0], [103.90945831431, 1.33292859329427, 0.0], [103.907661202266, 1.33292864853587, 0.0]]",1,40269.2178820027
31,dengue-cases-north-east,"[[103.886096712087, 1.37272122576938, 0.0], [103.88609675176, 1.37452995351417, 0.0], [103.887893895199, 1.3745299128785, 0.0], [103.887893854175, 1.37272118518721, 0.0], [103.886096712087, 1.37272122576938, 0.0]]",1,40269.234499261955
32,dengue-cases-north-east,"[[103.957982335823, 1.37271854238875, 0.0], [103.957982429548, 1.37452726659655, 0.0], [103.959779569434, 1.37452717152554, 0.0], [103.959779474359, 1.37271844744289, 0.0], [103.957982335823, 1.37271854238875, 0.0]]",1,40269.07548899916
33,dengue-cases-north-east,"[[103.886096553917, 1.36548631451596, 0.0], [103.886096593381, 1.36729504237038, 0.0], [103.887893731426, 1.36729500194868, 0.0], [103.887893690618, 1.36548627414775, 0.0], [103.886096553917, 1.36548631451596, 0.0]]",9,40269.23776229318
34,dengue-cases-north-east,"[[103.952589940907, 1.35282284696934, 0.0], [103.952590029278, 1.354631571842, 0.0], [103.954387154764, 1.35463148217114, 0.0], [103.954387065062, 1.35282275741824, 0.0], [103.952589940907, 1.35282284696934, 0.0]]",1,40269.100757988446
35,dengue-cases-north-east,"[[103.956184920776, 1.36729246281738, 0.0], [103.956185012783, 1.36910118723084, 0.0], [103.957982148745, 1.36910109389078, 0.0], [103.957982055392, 1.36729236960067, 0.0], [103.956184920776, 1.36729246281738, 0.0]]",1,40269.08346706385
36,dengue-cases-north-east,"[[103.896879516049, 1.37091223446545, 0.0], [103.896879563767, 1.37272096188988, 0.0], [103.898676705503, 1.37272091315312, 0.0], [103.898676656436, 1.37091218579293, 0.0], [103.896879516049, 1.37091223446545, 0.0]]",1,40269.21958552998
37,dengue-cases-north-east,"[[103.943605306154, 1.37452797817305, 0.0], [103.943605389178, 1.37633670329005, 0.0], [103.945402531356, 1.37633661899524, 0.0], [103.94540244698, 1.37452789398906, 0.0], [103.943605306154, 1.37452797817305, 0.0]]",1,40269.116687373426
38,dengue-cases-north-east,"[[103.889691336778, 1.38719096356198, 0.0], [103.889691379601, 1.38899969097697, 0.0], [103.891488533804, 1.38899964716293, 0.0], [103.891488489616, 1.38719091980501, 0.0], [103.889691336778, 1.38719096356198, 0.0]]",1,40269.223010304624
39,dengue-cases-north-east,"[[103.902272305144, 1.41793898324048, 0.0], [103.902272358687, 1.41974770974097, 0.0], [103.904069535936, 1.41974765511692, 0.0], [103.904069480997, 1.41793892868604, 0.0], [103.902272305144, 1.41793898324048, 0.0]]",1,40269.1891079696
40,dengue-cases-north-east,"[[103.877110836967, 1.36367776795568, 0.0], [103.877110869667, 1.36548649607801, 0.0], [103.878908006611, 1.36548646246946, 0.0], [103.878907972569, 1.36367773439167, 0.0], [103.877110836967, 1.36367776795568, 0.0]]",1,40269.24947053267
41,dengue-cases-north-east,"[[103.886096514506, 1.36367758663421, 0.0], [103.886096553917, 1.36548631451596, 0.0], [103.887893690618, 1.36548627414775, 0.0], [103.887893649864, 1.3636775463195, 0.0], [103.886096514506, 1.36367758663421, 0.0]]",1,40269.23856822029
42,dengue-cases-north-east,"[[103.891487963854, 1.36548618935554, 0.0], [103.891488007351, 1.36729491704412, 0.0], [103.893285145228, 1.36729487256125, 0.0], [103.893285100387, 1.36548614493154, 0.0], [103.891487963854, 1.36548618935554, 0.0]]",2,40269.2302520221
43,dengue-cases-north-east,"[[103.893285506092, 1.38176469261108, 0.0], [103.893285551467, 1.38357341999328, 0.0], [103.895082701462, 1.38357337361077, 0.0], [103.895082654727, 1.38176464628923, 0.0], [103.893285506092, 1.38176469261108, 0.0]]",2,40269.220242037176
44,dengue-cases-north-east,"[[103.887893366099, 1.35101645075981, 0.0], [103.887893406474, 1.35282517877828, 0.0], [103.889690533761, 1.35282513744512, 0.0], [103.889690492056, 1.35101640948192, 0.0], [103.887893366099, 1.35101645075981, 0.0]]",1,40269.24178478919
45,dengue-cases-north-east,"[[103.886096279133, 1.35282521877206, 0.0], [103.886096318231, 1.35463394681696, 0.0], [103.887893446904, 1.3546339067697, 0.0], [103.887893406474, 1.35282517877828, 0.0], [103.886096279133, 1.35282521877206, 0.0]]",1,40269.243404999965
46,dengue-cases-north-east,"[[103.938213255058, 1.36005841806302, 0.0], [103.938213333191, 1.36186714372074, 0.0], [103.940010464917, 1.36186706435749, 0.0], [103.940010385445, 1.36005833880522, 0.0], [103.938213255058, 1.36005841806302, 0.0]]",1,40269.13761138496
47,dengue-cases-north-east,"[[103.889690827264, 1.36548623242761, 0.0], [103.889690869416, 1.36729496017326, 0.0], [103.891488007351, 1.36729491704412, 0.0], [103.891487963854, 1.36548618935554, 0.0], [103.889690827264, 1.36548623242761, 0.0]]",1,40269.2328287054
48,dengue-cases-north-east,"[[103.886096318231, 1.35463394681696, 0.0], [103.886096357381, 1.35644267483476, 0.0], [103.887893487388, 1.35644263473401, 0.0], [103.887893446904, 1.3546339067697, 0.0], [103.886096318231, 1.35463394681696, 0.0]]",2,40269.242609264766
49,dengue-cases-north-east,"[[103.889690575523, 1.35463386538125, 0.0], [103.88969061734, 1.35644259329028, 0.0], [103.891487747236, 1.35644255050358, 0.0], [103.891487704086, 1.35463382265162, 0.0], [103.889690575523, 1.35463386538125, 0.0]]",1,40269.237676018754
50,dengue-cases-north-east,"[[103.904069044013, 1.40346911622081, 0.0], [103.90406909839, 1.40527784287763, 0.0], [103.905866264453, 1.40527778741916, 0.0], [103.905866208693, 1.40346906083375, 0.0], [103.904069044013, 1.40346911622081, 0.0]]",1,40269.192678328756
51,dengue-cases-south-east,"[[103.898675120469, 1.31303289598182, 0.0], [103.898675167464, 1.3148416242018, 0.0], [103.900472266835, 1.31484157621891, 0.0], [103.900472218547, 1.31303284806496, 0.0], [103.898675120469, 1.31303289598182, 0.0]]",2,40269.24220663965
52,dengue-cases-south-east,"[[103.943603346377, 1.33111856719703, 0.0], [103.943603426778, 1.33292729296415, 0.0], [103.945400536974, 1.33292721132892, 0.0], [103.945400455263, 1.33111848567262, 0.0], [103.943603346377, 1.33111856719703, 0.0]]",1,40269.13596903927
53,dengue-cases-south-east,"[[103.925632117477, 1.32750185632402, 0.0], [103.925632184591, 1.32931058315398, 0.0], [103.927429293182, 1.32931051490135, 0.0], [103.92742922476, 1.32750178816428, 0.0], [103.925632117477, 1.32750185632402, 0.0]]",1,40269.182890405114
54,dengue-cases-south-east,"[[103.882501376805, 1.3202681835109, 0.0], [103.882501412362, 1.32207691213908, 0.0], [103.88429851744, 1.32207687567252, 0.0], [103.884298480583, 1.32026814709425, 0.0], [103.882501376805, 1.3202681835109, 0.0]]",1,40269.26230791902
55,dengue-cases-south-east,"[[103.904066414503, 1.3130327483313, 0.0], [103.904066465376, 1.31484147634781, 0.0], [103.905863564542, 1.31484142445961, 0.0], [103.905863512377, 1.3130326965145, 0.0], [103.904066414503, 1.3130327483313, 0.0]]",1,40269.233041690335
56,dengue-cases-south-east,"[[103.927428680746, 1.31303197331456, 0.0], [103.927428748421, 1.31484070026311, 0.0], [103.929225846514, 1.31484063145191, 0.0], [103.929225777546, 1.31303190459805, 0.0], [103.927428680746, 1.31303197331456, 0.0]]",1,40269.18498838366
57,dengue-cases-south-east,"[[103.886095698937, 1.32569429487076, 0.0], [103.886095737251, 1.32750302331787, 0.0], [103.887892846136, 1.32750298407296, 0.0], [103.887892806517, 1.32569425567935, 0.0], [103.886095698937, 1.32569429487076, 0.0]]",1,40269.2553557921
58,dengue-cases-south-east,"[[103.943603185903, 1.32750111558293, 0.0], [103.943603266085, 1.32930984140328, 0.0], [103.945400373663, 1.32930975998968, 0.0], [103.945400292174, 1.32750103428014, 0.0], [103.943603185903, 1.32750111558293, 0.0]]",1,40269.13756159363
59,dengue-cases-south-east,"[[103.922037838224, 1.32569326166361, 0.0], [103.922037902637, 1.32750198870056, 0.0], [103.923835010102, 1.32750192316944, 0.0], [103.923834944383, 1.32569319622181, 0.0], [103.922037838224, 1.32569326166361, 0.0]]",1,40269.19178153191
60,dengue-cases-south-west,"[[103.742326743796, 1.33473681195416, 0.0], [103.742326677261, 1.33654553874322, 0.0], [103.744123791252, 1.33654560509251, 0.0], [103.744123856474, 1.33473687821364, 0.0], [103.742326743796, 1.33473681195416, 0.0]]",1,40269.18671785226
61,dengue-cases-south-west,"[[103.706384139547, 1.34197010756111, 0.0], [103.706384046231, 1.34377883207036, 0.0], [103.708181163353, 1.34377892538746, 0.0], [103.708181255349, 1.34197020075256, 0.0], [103.706384139547, 1.34197010756111, 0.0]]",1,40269.087640418686
62,dengue-cases-south-west,"[[103.695601346199, 1.34377824422891, 0.0], [103.695601244821, 1.34558696791976, 0.0], [103.697398362485, 1.34558706935578, 0.0], [103.697398462541, 1.34377834552853, 0.0], [103.695601346199, 1.34377824422891, 0.0]]",1,40269.05187121721
63,dengue-cases-south-west,"[[103.708181071234, 1.34558764999547, 0.0], [103.708180978991, 1.34739637457656, 0.0], [103.709978098885, 1.34739646681095, 0.0], [103.709978189803, 1.34558774210601, 0.0], [103.708181071234, 1.34558764999547, 0.0]]",1,40269.0915937972
64,dengue-cases-south-west,"[[103.744123332225, 1.34920669249383, 0.0], [103.744123266296, 1.35101541915775, 0.0], [103.74592039095, 1.35101548488801, 0.0], [103.745920455551, 1.34920675813606, 0.0], [103.744123332225, 1.34920669249383, 0.0]]",1,40269.18427473166
65,dengue-cases-south-west,"[[103.74232505335, 1.37995497357445, 0.0], [103.74232498456, 1.38176369968407, 0.0], [103.744122131977, 1.38176376827892, 0.0], [103.744122199409, 1.37995504207947, 0.0], [103.74232505335, 1.37995497357445, 0.0]]",1,40269.166551903625
66,dengue-cases-south-west,"[[103.717166493929, 1.34920554756397, 0.0], [103.717166408079, 1.35101427269246, 0.0], [103.71896353122, 1.35101435848663, 0.0], [103.718963615743, 1.34920563324323, 0.0], [103.717166493929, 1.34920554756397, 0.0]]",1,40269.116554152955
67,dengue-cases-south-west,"[[103.736934625809, 1.35463259536736, 0.0], [103.73693455428, 1.35644132158004, 0.0], [103.738731682566, 1.35644139294628, 0.0], [103.738731752761, 1.3546326666384, 0.0], [103.736934625809, 1.35463259536736, 0.0]]",1,40269.16557666656
68,dengue-cases-south-west,"[[103.74951451638, 1.3546330660999, 0.0], [103.749514454186, 1.35644179294133, 0.0], [103.751311583091, 1.35644185490678, 0.0], [103.751311643951, 1.35463312798269, 0.0], [103.74951451638, 1.3546330660999, 0.0]]",1,40269.19328239865
69,dengue-cases-south-west,"[[103.699196070688, 1.33473482528583, 0.0], [103.69919597262, 1.33654354938178, 0.0], [103.700993083955, 1.33654364748931, 0.0], [103.70099318071, 1.33473492326054, 0.0], [103.699196070688, 1.33473482528583, 0.0]]",1,40269.06781946857
70,dengue-cases-south-west,"[[103.720761151969, 1.3401620903999, 0.0], [103.720761069333, 1.34197081589104, 0.0], [103.722558186077, 1.34197089845343, 0.0], [103.722558267394, 1.34016217285097, 0.0], [103.720761151969, 1.3401620903999, 0.0]]",1,40269.13062787831
71,dengue-cases-south-west,"[[103.742326074382, 1.35282407863695, 0.0], [103.742326006944, 1.35463280515695, 0.0], [103.744123134173, 1.35463287240445, 0.0], [103.744123200278, 1.35282414579463, 0.0], [103.742326074382, 1.35282407863695, 0.0]]",1,40269.17873574434
72,dengue-cases-south-west,"[[103.807023444943, 1.27685902625353, 0.0], [103.807023426542, 1.27866775598416, 0.0], [103.808820501432, 1.2786677738852, 0.0], [103.808820518577, 1.27685904412924, 0.0], [103.807023444943, 1.27685902625353, 0.0]]",1,40269.303785786185
73,dengue-cases-south-west,"[[103.745920648834, 1.34378057771838, 0.0], [103.745920584493, 1.34558930455121, 0.0], [103.747717705256, 1.34558936868516, 0.0], [103.747717768274, 1.34378064176609, 0.0], [103.745920648834, 1.34378057771838, 0.0]]",1,40269.1905806056
74,dengue-cases-south-west,"[[103.767485844328, 1.35282489696018, 0.0], [103.767485795534, 1.35463362457467, 0.0], [103.769282923838, 1.35463367304565, 0.0], [103.7692829713, 1.35282494536642, 0.0], [103.767485844328, 1.35282489696018, 0.0]]",1,40269.226883646894
75,dengue-cases-south-west,"[[103.747717198056, 1.36005918306542, 0.0], [103.747717134274, 1.36186790974088, 0.0], [103.749514267107, 1.36186797330264, 0.0], [103.74951432955, 1.36005924654274, 0.0], [103.747717198056, 1.36005918306542, 0.0]]",1,40269.18714801102
